sigma,omega,run,beta,val_mse,L_used
0.1,25,3,0.0004137699441880017,0.01908000238722437,798.8724737089149
0.1,25,3,0.0007284118646057054,0.017787772014723653,1279.5627914960908
0.1,25,3,0.0012823160598085463,0.016651127164900054,580.093432921559
0.1,25,3,0.0022574240716589722,0.01478595051433665,701.7770495460743
0.1,25,3,0.003974030739399938,0.0124685203928563,1394.4867144557813
0.1,25,3,0.006995991810297948,0.012038471012593704,1100.987766114377
0.1,25,3,0.012315934279146085,0.01168022027904084,616.7012199269018
0.1,25,3,0.02168130570778723,0.012924218765259298,326.099449340688
0.1,25,3,0.03816836031599217,0.023168924569573313,604.4989179750086
0.1,25,3,0.06719261970869962,0.08896874337610061,209.00330915951932
0.1,25,3,0.11828771542554999,0.4205283833334868,187.51053243118392
0.1,25,3,0.20823691175095366,0.6650937631026547,118.33599797155956
0.1,25,3,0.3665859236487392,0.47532884549377824,23.30610618556568
0.1,25,3,0.6453478314071464,0.5227244590418789,36.603973168185036
0.1,25,3,1.1360878763609312,0.5046204533230996,11.309198653839736
0.1,25,3,2.0,0.5018678862089594,0.0
0.1,25,4,9.216222340846509e-08,0.020854024123191737,969673.6154403606
0.1,25,4,1.6501936471408432e-07,0.020854024123191327,394022.8147968622
0.1,25,4,2.954723716891012e-07,0.020854024123191345,155060.26619791237
0.1,25,4,5.290525907844015e-07,0.020854024123191345,155060.26619791237
0.1,25,4,9.472853323497783e-07,0.020854024123191345,155060.26619791237
0.1,25,4,1.6961442331367666e-06,0.020854024123191345,155060.26619791237
0.1,25,4,3.036999688854929e-06,0.020755974474253546,44384.40338361964
0.1,25,4,5.437843627866299e-06,0.020752223880156802,44384.40338361964
0.1,25,4,9.736630342650858e-06,0.0205531697152856,34809.17316532176
0.1,25,4,1.7433743394829422e-05,0.020470479220761607,14171.64052182653
0.1,25,4,3.121566682319072e-05,0.020418746231947456,5964.224563043739
0.1,25,4,5.5892634940666104e-05,0.020299543955080105,5528.043864626699
0.1,25,4,0.0001000775238377959,0.020198426428866448,3178.4513867817545
0.1,25,4,0.00017919195951553903,0.019903570337986464,3166.9668842096326
0.1,25,4,0.00032084884920875403,0.018771598286699626,2921.5813613196724
0.1,25,4,0.0005744899733051635,0.01700026815341742,2814.1262293835935
0.1,25,4,0.0010286423973222178,0.016194391177329667,1334.5269518031894
0.1,25,4,0.0018418166212393478,0.014511816419483754,717.0966224572915
0.1,25,4,0.0032978306893672667,0.012093271926864206,1151.9788674871547
0.1,25,4,0.0059048697521333,0.01091642607446565,591.2575357105115
0.1,25,4,0.010572855332469655,0.011487869588225275,729.4293841315018
0.1,25,4,0.01893103058555123,0.012410565847742685,295.9855350198871
0.1,25,4,0.03389660671232923,0.019428590489581343,975.6823597071315
0.1,25,4,0.06069294227897246,0.07412212358010908,253.20726727681497
0.1,25,4,0.10867262536750716,0.35587150648756344,153.26643773276038
0.1,25,4,0.19458175960531962,0.6999444190581318,275.11496195304386
0.1,25,4,0.3484047711469301,0.43426776620072793,51.10600569769849
0.1,25,4,0.623829719723771,0.4940169242730659,23.012652680841892
0.1,25,4,1.1169867678032428,0.4939319230805876,27.426395619151872
0.1,25,4,2.0,0.5076478523237777,0.0
0.1,25,5,8.938497209065576e-08,0.023056832621932335,1469682.5304100793
0.1,25,5,1.6021556220122563e-07,0.02306364495160003,63974.07611143337
0.1,25,5,2.8717384780767045e-07,0.02306364495160003,63974.07611143337
0.1,25,5,5.147366318952506e-07,0.02306364495160003,63974.07611143337
0.1,25,5,9.226251005708408e-07,0.023052416683633763,61852.62817962262
0.1,25,5,1.6537332364885582e-06,0.023009725743955906,61852.62817962262
0.1,25,5,2.964187312674284e-06,0.02295175980841652,30026.224581495273
0.1,25,5,5.313073614748023e-06,0.022962024116135682,30026.224581495273
0.1,25,5,9.52326835589337e-06,0.022914082697675683,16249.170946230231
0.1,25,5,1.7069712703888638e-05,0.02282439172223535,13320.546558725975
0.1,25,5,3.059612319052029e-05,0.02263619107845178,8058.086039860677
0.1,25,5,5.484115465377679e-05,0.022580368499781685,7274.819261650162
0.1,25,5,9.829847477837647e-05,0.021997354636440574,2694.7234487264313
0.1,25,5,0.00017619231769930817,0.021442896960935823,13056.609787719995
0.1,25,5,0.0003158109308027924,0.01964655553587767,2410.6089103815343
0.1,25,5,0.0005660663604229206,0.018914674187634265,895.4648110340888
0.1,25,5,0.0010146296190189311,0.018399557809891182,1956.3707020497966
0.1,25,5,0.0018186441303831575,0.016077184458892443,790.3280888891287
0.1,25,5,0.003259777174822851,0.015227296886065238,444.177138540183
0.1,25,5,0.005842895293240948,0.013346165064395444,1379.1874218505975
0.1,25,5,0.010472932221090404,0.01288670388724654,394.9906754392585
0.1,25,5,0.018771910808402424,0.013630601261105425,272.9076733628695
0.1,25,5,0.033647179983556444,0.020411458947631803,851.6007429240842
0.1,25,5,0.060309935008805264,0.06914296712379155,227.3438935132799
0.1,25,5,0.1081008352718973,0.3639284013377308,547.0675403580465
0.1,25,5,0.19376228120252106,0.7421400797920527,121.44965304921936
0.1,25,5,0.3473037143734722,0.4471994000080092,48.888470536468176
0.1,25,5,0.622514708585301,0.5138109252861394,29.571995285352966
0.1,25,5,1.1158088622925522,0.5159001153570201,7.759642200237443
0.1,25,5,2.0,0.5263693031194554,0.0
0.1,25,6,3.3905401397582585e-07,0.020187522015914946,79711.06793144358
0.1,25,6,5.804213929540369e-07,0.020187522015914946,79711.06793144358
0.1,25,6,9.936145260404565e-07,0.020187522015914946,79711.06793144358
0.1,25,6,1.7009535457229126e-06,0.020187522015914946,79711.06793144358
0.1,25,6,2.9118364203439e-06,0.020187522015914946,79711.06793144358
0.1,25,6,4.984728336738714e-06,0.020166684563698887,26610.357463069246
0.1,25,6,8.533280378487508e-06,0.020166684563698887,26610.357463069246
0.1,25,6,1.4607992471967036e-05,0.02007840466190256,19517.51801284242
0.1,25,6,2.5007199411730617e-05,0.019984161189032755,14755.247676838086
0.1,25,6,4.2809443092070104e-05,0.0198567763861917,9306.565690185274
0.1,25,6,7.32848324068433e-05,0.019487087208207486,2915.514915549918
0.1,25,6,0.00012545518635569347,0.019361481774938512,2628.3234141565613
0.1,25,6,0.00021476481922161128,0.019387236634075725,7193.208853256604
0.1,25,6,0.00036765261696331697,0.0179737747419496,4257.672413759102
0.1,25,6,0.0006293789050267964,0.01697187138226984,907.9424434224366
0.1,25,6,0.001077424143922936,0.015789431498868935,5178.315911981398
0.1,25,6,0.0018444259517383234,0.013552100496449995,564.9005084120221
0.1,25,6,0.003157444642979102,0.012417404595248418,367.96321292444964
0.1,25,6,0.005405181305371178,0.011338268442117634,830.0872052622198
0.1,25,6,0.009253047399864548,0.011508361605959744,859.9304379764366
0.1,25,6,0.01584015065305209,0.012261115227986652,644.3703355134987
0.1,25,6,0.027116512200624793,0.017428294194038022,661.8062434188404
0.1,25,6,0.04642034346971027,0.042654183091418434,515.1519355749126
0.1,25,6,0.07946627766517193,0.1676567240232206,803.9212711735335
0.1,25,6,0.13603710817173795,0.5626782569157054,149.51501144299374
0.1,25,6,0.23287984971063833,0.5878387889994284,749.542287564928
0.1,25,6,0.3986634612431187,0.5492655978340513,36.906739821553
0.1,25,6,0.682465896159857,0.550854539790582,14.82990034527455
0.1,25,6,1.168302953997684,0.5251784694395327,27.841213078858086
0.1,25,6,2.0,0.5131295306359267,0.0
0.1,25,7,2.628358666267871e-07,0.018129032520732977,415572.68281961017
0.1,25,7,4.5391276906972156e-07,0.01812903252073328,137891.12284176593
0.1,25,7,7.838991099989562e-07,0.01812903252073328,137891.12284176593
0.1,25,7,1.3537795288653072e-06,0.018162095807996784,50073.839847700125
0.1,25,7,2.337952664313158e-06,0.018162095807996784,50073.839847700125
0.1,25,7,4.037601798536901e-06,0.01816209580799682,24484.541410505935
0.1,25,7,6.972864990976046e-06,0.01816209580799682,24484.541410505935
0.1,25,7,1.204201122557406e-05,0.018140029789989118,15986.22985330065
0.1,25,7,2.079633472676107e-05,0.018170149818138786,8354.203977060015
0.1,25,7,3.5914892451603065e-05,0.017986983061780634,8354.203977060015
0.1,25,7,6.20243671184218e-05,0.017942059248950114,5143.387864451779
0.1,25,7,0.00010711495577008355,0.018021881821736044,2904.7310568182834
0.1,25,7,0.0001849855836129792,0.017705927672869808,1567.8513725771445
0.1,25,7,0.0003194667439165562,0.01716676695181737,2337.2024749791863
0.1,25,7,0.000551713265841143,0.01667930541926964,1738.4234748629476
0.1,25,7,0.0009527987920539387,0.015129625812605288,836.5495084109127
0.1,25,7,0.0016454662128802932,0.014135917174977147,543.6127351049453
0.1,25,7,0.002841690271136844,0.013021108441581672,493.7190448576749
0.1,25,7,0.004907547498613555,0.012769627338784405,1140.3430407024457
0.1,25,7,0.008475245418464656,0.012592380964501175,687.8728675335138
0.1,25,7,0.01463659494350263,0.01240764636258901,318.6473855165248
0.1,25,7,0.02527713369496458,0.015208053391083116,234.09702386422165
0.1,25,7,0.04365315090698354,0.03136354083427535,578.5911703555853
0.1,25,7,0.07538819895894641,0.13464541730835097,150.75844712235326
0.1,25,7,0.13019405069713955,0.5499915950567762,109.3592717869128
0.1,25,7,0.22484276147994883,0.6562266515774717,59.88145458049759
0.1,25,7,0.38829936636298135,0.5524102327393194,45.11298558774833
0.1,25,7,0.6705859549378416,0.5753502382655298,24.812069127057597
0.1,25,7,1.1580897676241189,0.5475962821411021,7.721764062703415
0.1,25,7,2.0,0.5344825980270991,0.0
0.1,25,8,7.546608489228386e-07,0.02096101194568944,90105.59687312272
0.1,25,8,1.2567363321691913e-06,0.02096104323436965,39653.072875599
0.1,25,8,2.092842381910236e-06,0.020961646635758696,39653.072875599
0.1,25,8,3.485209366040701e-06,0.02096967977599431,36185.674067726875
0.1,25,8,5.803917404449252e-06,0.02096969370129534,35487.06598516622
0.1,25,8,9.665260734661842e-06,0.020910981136950526,27069.406046335247
0.1,25,8,1.6095553840477292e-05,0.02072477014804731,11567.070908858033
0.1,25,8,2.680391771560074e-05,0.020722489078023463,8468.982297549946
0.1,25,8,4.463655069128026e-05,0.020704322577637057,6554.486424649185
0.1,25,8,7.43332254171032e-05,0.02057857619844893,3991.6043162374212
0.1,25,8,0.00012378708290265066,0.02023199194238505,7883.0481443947665
0.1,25,8,0.0002061425669014758,0.02033188466427348,1360.383814526992
0.1,25,8,0.0003432891129856287,0.019923365456071155,1058.5025621673442
0.1,25,8,0.0005716791872043782,0.01899261393454302,917.637719811368
0.1,25,8,0.0009520170629365116,0.017557849355786193,3648.9283429215516
0.1,25,8,0.0015853935361096886,0.015434187200339343,1050.0216280131708
0.1,25,8,0.0026401550583405897,0.0133727599437631,851.4185330212026
0.1,25,8,0.004396648890839892,0.011686392786487502,540.4645666931978
0.1,25,8,0.007321737186706546,0.011529948663525186,494.2055267597724
0.1,25,8,0.012192885254696945,0.012251999134179025,3051.4836185852087
0.1,25,8,0.02030480568247211,0.013505106568538768,399.3888964326275
0.1,25,8,0.03381358269111328,0.02162180185066628,810.115087496032
0.1,25,8,0.05630974224962658,0.0601426059348642,244.10541301501397
0.1,25,8,0.0937725854484123,0.24487599355991232,250.5676399631277
0.1,25,8,0.15615943938614102,0.6602044157607098,137.89965384500618
0.1,25,8,0.260052235872385,0.48565704568232015,29.414423364220067
0.1,25,8,0.43306485761006314,0.5887003438665315,59.29420880269717
0.1,25,8,0.7211826895764831,0.5446380278557852,18.08921014739048
0.1,25,8,1.2009851702468952,0.5331343460090746,13.261403531865382
0.1,25,8,2.0,0.5116844512453611,0.0
0.1,25,9,6.42447288701219e-08,0.01972261966974297,3538382.7326950403
0.1,25,9,1.1647251376525387e-07,0.01972261966974347,121387.62461097067
0.1,25,9,2.1115890286068678e-07,0.01972261966974347,121387.62461097067
0.1,25,9,3.828206399596964e-07,0.01972261966974347,121387.62461097067
0.1,25,9,6.940348732340188e-07,0.01972261966974347,121387.62461097067
0.1,25,9,1.2582508751766192e-06,0.019727190084628917,121387.62461097067
0.1,25,9,2.2811465618513624e-06,0.019681469375093144,35096.523217422604
0.1,25,9,4.135605815426796e-06,0.019681469375093144,35096.523217422604
0.1,25,9,7.497648659063392e-06,0.019654181043632566,23295.47597834027
0.1,25,9,1.3592865936366762e-05,0.019654181043632566,23295.47597834027
0.1,25,9,2.4643193188398995e-05,0.019638557353808386,9920.378940831431
0.1,25,9,4.4676889580437915e-05,0.01933991301362541,5735.99934090804
0.1,25,9,8.09969896077547e-05,0.019048928581195165,3637.11333520239
0.1,25,9,0.00014684353335983532,0.01847012197234306,1630.9459366628457
0.1,25,9,0.00026622005822715965,0.01812495155561811,1234.4035082775852
0.1,25,9,0.00048264378948713983,0.01766329461557551,1507.8601462565698
0.1,25,9,0.0008750093027616279,0.016453396584582163,2683.668904771075
0.1,25,9,0.0015863485589091807,0.014348387554779596,1268.288727679278
0.1,25,9,0.0028759714238589997,0.012867882431832203,544.6423842094692
0.1,25,9,0.005213993850469473,0.012214304106732538,1243.5482560737605
0.1,25,9,0.009452712793736807,0.012167994487814469,366.7207475956703
0.1,25,9,0.017137300450177972,0.01243404988071523,457.0084433831826
0.1,25,9,0.031069077536584125,0.018773467718084313,190.8469161689002
0.1,25,9,0.05632669986621221,0.06130072826035146,1243.7106687205985
0.1,25,9,0.10211751906964313,0.29096185283947396,112.90936002433969
0.1,25,9,0.18513400795195847,0.6726881354128862,50.869917973228745
0.1,25,9,0.33563879354512083,0.39490723667010486,57.1181345414993
0.1,25,9,0.6084965208642656,0.4482427366562851,18.155932759008
0.1,25,9,1.1031740758957895,0.46336011898978596,9.214168381406525
0.1,25,9,2.0,0.4821438169335609,0.0
0.1,30,0,3.72454098673814e-08,0.020382212743552515,111185.76223638431
0.1,30,0,6.880547659299319e-08,0.020382212743552515,111185.76223638431
0.1,30,0,1.271081087856416e-07,0.020382212743552515,111185.76223638431
0.1,30,0,2.3481374040373742e-07,0.020382212743552515,111185.76223638431
0.1,30,0,4.337842267433856e-07,0.02038737603149892,111185.76223638431
0.1,30,0,8.013532557669795e-07,0.02038737603149892,111185.76223638431
0.1,30,0,1.480383566155405e-06,0.02039728679259059,47718.164417395354
0.1,30,0,2.7347932851978747e-06,0.02039956482888754,47718.164417395354
0.1,30,0,5.052132760556637e-06,0.020395095772695507,22191.365456598593
0.1,30,0,9.333080334970503e-06,0.020395095772695507,22191.365456598593
0.1,30,0,1.7241508223828994e-05,0.02039464631197149,13729.364695610611
0.1,30,0,3.185117829946353e-05,0.02010811375841992,7539.574520889561
0.1,30,0,5.8840418476970035e-05,0.019996450472701963,6839.197499174384
0.1,30,0,0.00010869911354592693,0.01988064635164927,3181.8793382807094
0.1,30,0,0.00020080579967824138,0.019413838717802934,1754.6169325502694
0.1,30,0,0.00037095950343128513,0.017938800182055306,1027.4107879189796
0.1,30,0,0.0006852937186400246,0.017341419430216422,1606.9984018688463
0.1,30,0,0.0012659804546413646,0.0157003148972099,827.999809662043
0.1,30,0,0.0023387147261681425,0.012615719412889626,678.6658095296672
0.1,30,0,0.0043204352407993545,0.012304049860858444,525.4923836150152
0.1,30,0,0.007981375608184772,0.01207727837361209,532.0818409560753
0.1,30,0,0.014744430375292682,0.012922064280117121,331.6753826332634
0.1,30,0,0.027238190227373178,0.021220416312206697,842.5106676061926
0.1,30,0,0.050318594071006396,0.0830355806768043,1088.6212076401468
0.1,30,0,0.0929562826365098,0.3887736087294658,449.59895867610913
0.1,30,0,0.17172320970266441,0.6546857355954202,120.38215334617684
0.1,30,0,0.3172336491326427,0.4995545562072228,58.33916459741425
0.1,30,0,0.5860430183914213,0.5354269902253599,16.151850056377672
0.1,30,0,1.0826292240572672,0.4755993449314889,16.270446293680884
0.1,30,0,2.0,0.4917100579282363,0.0
0.1,30,1,1.3038363277928502e-06,0.021552155581956625,60509.73418060655
0.1,30,1,2.130721872815363e-06,0.021552155581956625,60509.73418060655
0.1,30,1,3.4820135031665553e-06,0.021552155581956625,60509.73418060655
0.1,30,1,5.6902865601196586e-06,0.021528400000929482,24727.880070479394
0.1,30,1,9.29903376504211e-06,0.021528322176905458,24604.21947120888
0.1,30,1,1.5196427816031643e-05,0.021471083885426834,17207.492510681863
0.1,30,1,2.48339154586148e-05,0.02127534921861869,10239.1078379883
0.1,30,1,4.058344266637497e-05,0.021080756888415538,6170.822237222804
0.1,30,1,6.632122998886994e-05,0.02122411819605749,5212.005451536035
0.1,30,1,0.00010838177488774084,0.02081677942251037,2504.9628430449798
0.1,30,1,0.00017711687690032666,0.0205662960393329,1947.9595210999046
0.1,30,1,0.00028944338764905897,0.01998428263550618,3155.8694840505764
0.1,30,1,0.00047300672934126836,0.01862248073000556,950.9845839819859
0.1,30,1,0.0007729848928986273,0.018044644665252442,4204.079056947941
0.1,30,1,0.0012632074928016713,0.016940279421471062,616.634951376039
0.1,30,1,0.0020643264629488056,0.014777223331638178,533.197557863194
0.1,30,1,0.003373510503946789,0.013391640792096125,1412.9785326700526
0.1,30,1,0.005512971579108978,0.01329635232367747,3359.7630772637294
0.1,30,1,0.009009266636788476,0.013272965713442823,365.18689293236537
0.1,30,1,0.014722892031645212,0.013557730661884154,416.2095060199499
0.1,30,1,0.024060065986985946,0.01517670646845867,408.75652265123745
0.1,30,1,0.03931882228395525,0.031107567975372074,1260.855763995655
0.1,30,1,0.06425459458978484,0.13253396318300573,475.185646804829
0.1,30,1,0.10500449113356036,0.4991932116072117,269.5432575311492
0.1,30,1,0.17159773909725756,0.6832735087329734,74.08801456822134
0.1,30,1,0.2804240442043273,0.4051694452106658,42.56699963180344
0.1,30,1,0.4582673698476918,0.43884575901313555,139.1644994749991
0.1,30,1,0.7488979158794973,0.5117616434223123,15.434290680140993
0.1,30,1,1.2238446926628384,0.5103750922023962,11.54991341967114
0.1,30,1,2.0,0.49538608234299886,0.0
0.1,30,2,1.2321621079003356e-07,0.01946893767941899,3194106.8791313716
0.1,30,2,2.1842433717183572e-07,0.019468937679420442,210312.6938736658
0.1,30,2,3.8719897944479535e-07,0.019468937679420442,210312.6938736658
0.1,30,2,6.863843636853786e-07,0.019468937679420442,210312.6938736658
0.1,30,2,1.216747769809017e-06,0.019468937679420414,68693.61506885535
0.1,30,2,2.15691850464972e-06,0.019468937679420387,59688.234406135685
0.1,30,2,3.8235512331619965e-06,0.01939614892985696,33649.62960761464
0.1,30,2,6.777977007985689e-06,0.019384887469011493,16628.2005640774
0.1,30,2,1.2015262649636384e-05,0.019325829794869125,14000.688235415348
0.1,30,2,2.129935471449042e-05,0.019379363814505755,10049.739920453467
0.1,30,2,3.775718637889391e-05,0.019210752719967878,5757.576752710386
0.1,30,2,6.693184569956321e-05,0.019126038659225752,5600.452259720383
0.1,30,2,0.00011864951810218436,0.018907112281985584,3206.8526878289895
0.1,30,2,0.00021032899957773717,0.01805996159130843,1576.0114864566713
0.1,30,2,0.00037284844280001617,0.017040054520151025,1881.3451021474425
0.1,30,2,0.0006609452884646888,0.017017152077802453,2933.682264076051
0.1,30,2,0.001171652135819653,0.015909797551350986,901.0803901101103
0.1,30,2,0.002076977854792735,0.013744871840608392,391.7883991553629
0.1,30,2,0.003681841117697959,0.012046165818383383,739.5572075428418
0.1,30,2,0.006526768682049393,0.011913406594787356,576.3923490866935
0.1,30,2,0.011569947769939422,0.012075529009986416,477.32870810077617
0.1,30,2,0.020509948784808663,0.014015746917992287,638.5063305818794
0.1,30,2,0.03635781314833687,0.030097944329546225,401.9923604024716
0.1,30,2,0.06445118858163494,0.14516770751439367,297.33952488944146
0.1,30,2,0.11425207816096275,0.5713352162071185,270.82337899760955
0.1,30,2,0.2025336948994344,0.5234861011459276,114.28370535573248
0.1,30,2,0.359029771973397,0.5762269183038389,28.349587893258786
0.1,30,2,0.6364490472919794,0.4846446819579151,67.65182937367001
0.1,30,2,1.1282278557915313,0.48194249903290837,10.442025565755177
0.1,30,2,2.0,0.49567441662540335,0.0
0.1,30,3,2.9758207298336e-07,0.022806557339295725,520930.3652550347
0.1,30,3,5.117232530472628e-07,0.022805730341341555,262315.2218950506
0.1,30,3,8.799612324896855e-07,0.022805505164454,178025.26354583012
0.1,30,3,1.5131846482912298e-06,0.022805505164454,178025.26354583012
0.1,30,3,2.6020780180802976e-06,0.022805190416707966,43240.595904527836
0.1,30,3,4.474543156264929e-06,0.02280121530024093,43240.595904527836
0.1,30,3,7.694441257394872e-06,0.022781768599491735,20679.14759183703
0.1,30,3,1.3231390154457813e-05,0.02271412321329406,14305.601571472513
0.1,30,3,2.275274832350295e-05,0.022704289003917452,12282.11548427478
0.1,30,3,3.9125711677261016e-05,0.02270485058678905,7100.262337838327
0.1,30,3,6.728072110176084e-05,0.022597850618033856,3616.82670197443
0.1,30,3,0.00011569618130687553,0.022636744577411275,2380.238239421775
0.1,30,3,0.00019895158895143132,0.022314502182737915,1451.0160392949995
0.1,30,3,0.0003421179013792314,0.021459374637519932,1167.8506583515693
0.1,30,3,0.0005883072312265012,0.019777899845084903,597.4501381589612
0.1,30,3,0.0010116553296921466,0.018065501547231314,1261.7927940690088
0.1,30,3,0.0017396463136460985,0.01589588752191216,2799.801130251846
0.1,30,3,0.0029915023504135585,0.014445361288561871,1717.5185575593866
0.1,30,3,0.005144198704260517,0.012981586595695078,1509.4619095213268
0.1,30,3,0.008845983458865492,0.01301708017415649,469.2374742413991
0.1,30,3,0.015211586459464072,0.01278310133431742,269.8014488579012
0.1,30,3,0.026157901344688636,0.01788105617187811,483.45122543158647
0.1,30,3,0.04498122563230456,0.05195566819918587,312.9682555133607
0.1,30,3,0.07734988494385184,0.24969266192329756,973.3805131244318
0.1,30,3,0.13301115335839692,0.7033776325669558,101.80196920495575
0.1,30,3,0.22872648007910493,0.4377199622030335,69.23561100226863
0.1,30,3,0.3933189162596981,0.562767515847506,383.2949801203871
0.1,30,3,0.6763526891779237,0.47132166848421236,59.67641532900368
0.1,30,3,1.163058630661348,0.5146447123543136,9.592180071705021
0.1,30,3,2.0,0.5082815685239535,0.0
0.1,30,4,4.1619491186750626e-08,0.022781715329707693,3457144.618240235
0.1,30,4,7.659212505557647e-08,0.022737697648042444,301707.7830778578
0.1,30,4,1.4095207445487952e-07,0.022737697648042444,301707.7830778578
0.1,30,4,2.593933420533473e-07,0.022737697648042444,301707.7830778578
0.1,30,4,4.77360167715329e-07,0.02273412526370671,301707.7830778578
0.1,30,4,8.78483340849752e-07,0.02273412526370671,301707.7830778578
0.1,30,4,1.6166681519409025e-06,0.022699835061857333,58482.24628712537
0.1,30,4,2.97514567660655e-06,0.022444666752000648,36656.14949699816
0.1,30,4,5.475144535014143e-06,0.022431796765219607,30230.105486780198
0.1,30,4,1.0075878944350439e-05,0.022338990102904573,15282.548498748964
0.1,30,4,1.854258565266213e-05,0.02197098196397483,7626.485527594177
0.1,30,4,3.4123820322305084e-05,0.021824306885813733,7626.485527594177
0.1,30,4,6.279788240976971e-05,0.021454047657433545,3689.592258426975
0.1,30,4,0.00011556660414641643,0.021461060422020138,2607.8303680320587
0.1,30,4,0.00021267659802262257,0.021282190951350855,2031.0886253977733
0.1,30,4,0.0003913875957553493,0.020971209162131802,1952.3486217073005
0.1,30,4,0.0007202684805728304,0.019616670765742254,3476.712424406385
0.1,30,4,0.0013255061982878468,0.017640038849332587,536.1178077455667
0.1,30,4,0.002439321904385126,0.015284260773574232,1278.888534950345
0.1,30,4,0.004489070938256695,0.012271531106554798,311.6555526372627
0.1,30,4,0.008261213025010919,0.011979707685480255,281.3579425062135
0.1,30,4,0.015203065753091778,0.012926722720011403,656.0341359190232
0.1,30,4,0.027978119870904428,0.020437740065822885,525.1212073188103
0.1,30,4,0.05148798303075864,0.08708041901546772,789.6296489836874
0.1,30,4,0.09475305734652238,0.4504273327392383,352.81922319018486
0.1,30,4,0.17437354015498885,0.7348393627959733,195.01082110827775
0.1,30,4,0.32089868504173885,0.5781955059610886,50.2027690824532
0.1,30,4,0.59054811853902,0.6006820458956508,45.06287425858431
0.1,30,4,1.0867825159975855,0.5350362676982529,6.361887532624024
0.1,30,4,2.0,0.5544260649676138,0.0
0.1,30,5,8.094173655770477e-07,0.02141558209239293,56096.583648056025
0.1,30,5,1.3446705054839686e-06,0.02142461877663365,56096.583648056025
0.1,30,5,2.233876915933798e-06,0.02142461877663365,56096.583648056025
0.1,30,5,3.7110995260105245e-06,0.02142461877663365,56096.583648056025
0.1,30,5,6.165182868277471e-06,0.021372036353702776,24169.9366679091
0.1,30,5,1.0242107368153123e-05,0.02117519501925405,21558.9917103961
0.1,30,5,1.701502868317763e-05,0.020920899697096238,12444.795112248916
0.1,30,5,2.8266760997796805e-05,0.020934223049978735,8191.551685369096
0.1,30,5,4.695906143822898e-05,0.020735030589482516,7545.771423451166
0.1,30,5,7.801224382698945e-05,0.020641047942658766,4477.40143513453
0.1,30,5,0.00012960033698559327,0.02049657857901356,3079.6058703556823
0.1,30,5,0.00021530270791888774,0.02013117540513286,1726.8472326628312
0.1,30,5,0.0003576785146967541,0.019904055388178753,1431.7808072677142
0.1,30,5,0.0005942048807108992,0.019543534442280748,1151.5971208668795
0.1,30,5,0.0009871418767213361,0.019015747763523206,781.8326513492052
0.1,30,5,0.0016399210380283367,0.017165779851720287,1114.9381893058078
0.1,30,5,0.0027243713131695265,0.015333658749172151,5136.360787289178
0.1,30,5,0.004525949042610424,0.013847162207722762,1406.7232005199132
0.1,30,5,0.007518877708514325,0.013341723014225926,1033.3425337598871
0.1,30,5,0.012490976249035887,0.013172647857569265,917.9978978705484
0.1,30,5,0.020751034090805583,0.015223106959911475,418.4084345696302
0.1,30,5,0.03447331955907057,0.02955206687010081,900.5293447250718
0.1,30,5,0.05726990550067877,0.10829848476035661,200.55958197755098
0.1,30,5,0.0951414635436141,0.4406598609508765,488.62259660675466
0.1,30,5,0.1580568014926018,0.769054927613063,86.9946423010398
0.1,30,5,0.2625769203836109,0.42213047565951844,99.50638893135294
0.1,30,5,0.436214313253506,0.5034335255322504,49.42809739953204
0.1,30,5,0.724674989748661,0.5319735490462496,40.23641178187478
0.1,30,5,1.2038895213005716,0.5581928334364514,12.523985992249948
0.1,30,5,2.0,0.5402310780860867,0.0
0.1,30,6,4.4299570012285003e-08,0.018399274214123837,869229.1460778371
0.1,30,6,8.134901264645672e-08,0.018399274214123837,869229.1460778371
0.1,30,6,1.4938433616213855e-07,0.018399274214123837,869229.1460778371
0.1,30,6,2.7432023038296596e-07,0.018399274214123837,869229.1460778371
0.1,30,6,5.03744841866734e-07,0.018399274214123837,869229.1460778371
0.1,30,6,9.250461234779499e-07,0.018300701017312838,72307.80066753925
0.1,30,6,1.698697950713627e-06,0.018300701017312838,72307.80066753925
0.1,30,6,3.119384703661713e-06,0.018317514627099903,72307.80066753925
0.1,30,6,5.728246699391637e-06,0.01827618207007702,19568.16911775389
0.1,30,6,1.0519000817877201e-05,0.01827618207007702,19568.16911775389
0.1,30,6,1.931644777419461e-05,0.018038163953336513,13556.969178325024
0.1,30,6,3.547153965223156e-05,0.017942034245188997,8178.454372459176
0.1,30,6,6.513775928205304e-05,0.01772130321604481,4413.00578336202
0.1,30,6,0.00011961498502419133,0.01732905038803115,4662.6802780348025
0.1,30,6,0.00021965362026629665,0.016965617203935607,1529.7069546646344
0.1,30,6,0.0004033584327777382,0.015915136945332305,1122.3648908474938
0.1,30,6,0.0007407026804095763,0.015333369008233691,1027.0283639319384
0.1,30,6,0.0013601809611062407,0.013653504935110194,885.9087650117434
0.1,30,6,0.0024977528715474286,0.012789892189413423,318.8729861592688
0.1,30,6,0.004586720139244862,0.01155622437341771,408.60687004118756
0.1,30,6,0.00842277147407332,0.01184114324260659,409.0670785191345
0.1,30,6,0.015467060808323677,0.012603573164009552,282.5741052726951
0.1,30,6,0.028402761583259384,0.021263407630800236,830.9619751882806
0.1,30,6,0.052157088897027956,0.08626107276418434,567.8818524431902
