sigma,omega,run,beta,val_mse,L_used
0.1,10,6,2.2630107439741064e-06,0.02053007113317703,20986.843601352677
0.1,10,6,4.104150561096151e-06,0.02053007113317703,20986.843601352677
0.1,10,6,7.443204533163535e-06,0.020528052863509724,20986.843601352677
0.1,10,6,1.3498845351255663e-05,0.020528052863509724,20986.843601352677
0.1,10,6,2.448123318460918e-05,0.020473202097721622,9096.468253505234
0.1,10,6,4.4398669859823315e-05,0.020313227957887214,6496.04187042691
0.1,10,6,8.052053058180322e-05,0.02016472957017058,6932.138794574143
0.1,10,6,0.0001460304073443006,0.01995515489042535,2238.224900956216
0.1,10,6,0.0002648377962124546,0.019868059415471383,1473.5533646685185
0.1,10,6,0.0004803044761581789,0.019316855022635655,3250.381816190325
0.1,10,6,0.0008710704933993608,0.01674934627417032,3402.9064170302045
0.1,10,6,0.0015797558468331279,0.01453174061923574,538.4046158591923
0.1,10,6,0.0028650132848195143,0.012140164385573155,917.4864978843676
0.1,10,6,0.005195930205700542,0.01110345522210938,741.7427067276377
0.1,10,6,0.009423234037189495,0.010189519047043549,202.04148390959787
0.1,10,6,0.017089786853223207,0.00997240339689228,126.06696153369849
0.1,10,6,0.03099369213753595,0.01017411839699382,101.74262634905568
0.1,10,6,0.05620953383249372,0.01141138700135508,342.63561688075475
0.1,10,6,0.10194047484390617,0.024951132607011157,260.69754159090354
0.1,10,6,0.18487718546766774,0.13321008618121571,107.28540877639334
0.1,10,6,0.3352895281170995,0.5232540594988186,65.8874138535051
0.1,10,6,0.6080743136618546,0.5215515972343338,20.63555123049317
0.1,10,6,1.1027912891040204,0.5423165681534392,20.984106034262805
0.1,10,6,2.0,0.49107613120821725,0.0
0.1,10,7,4.452120716536007e-08,0.019889830689804745,104784.79143980793
0.1,10,7,8.174194516503023e-08,0.019889830689804745,104784.79143980793
0.1,10,7,1.500800635199661e-07,0.019889830689804745,104784.79143980793
0.1,10,7,2.755503972982648e-07,0.019889830689804766,100768.80913090381
0.1,10,7,5.05916773157085e-07,0.019889830689804766,100768.80913090381
0.1,10,7,9.288746591231611e-07,0.019889830689804766,100768.80913090381
0.1,10,7,1.7054349215918774e-06,0.019889830689804898,41697.84937268332
0.1,10,7,3.131217159622662e-06,0.019889830689804898,41697.84937268332
0.1,10,7,5.748985655555669e-06,0.019889830689804898,41697.84937268332
0.1,10,7,1.0555267930304697e-05,0.019626275299883436,14411.67600932457
0.1,10,7,1.937971109266059e-05,0.01961903297767501,13412.325910680724
0.1,10,7,3.5581588692476735e-05,0.019523906728334837,5280.832592379258
0.1,10,7,6.532860308531966e-05,0.019243924874466925,4109.710914252285
0.1,10,7,0.00011994479555044733,0.01912090609607145,3810.556958139809
0.1,10,7,0.0002202213624688928,0.018636084041172812,2331.8945667874964
0.1,10,7,0.00040433141150553734,0.0182579468677214,23279.755431230864
0.1,10,7,0.0007423616333004614,0.016888271097694682,930.1706638950836
0.1,10,7,0.0013629927799685218,0.015540939994275384,652.259988642262
0.1,10,7,0.002502485628179573,0.015068556511601121,480.1357630402793
0.1,10,7,0.00459462031735043,0.013293177452803511,591.2656437888576
0.1,10,7,0.008435827012507627,0.011774873599900449,219.25610158277564
0.1,10,7,0.015488369543011745,0.011115798142480234,118.56682707187758
0.1,10,7,0.028436997433116454,0.010869065143919401,428.40445995167767
0.1,10,7,0.05221097164329576,0.013339376493669754,145.08028562176852
0.1,10,7,0.0958605269894802,0.03148995305148519,135.4244719054201
0.1,10,7,0.1760020996636787,0.13214200902691148,187.9119310672588
0.1,10,7,0.3231438430275154,0.480816325812704,199.2646785046392
0.1,10,7,0.5932994179395061,0.5042667402231291,94.92315972552417
0.1,10,7,1.0893111749537,0.5116078070640786,81.74334155138475
0.1,10,7,2.0,0.4663494230277708,0.0
0.1,10,8,1.5755833304709204e-07,0.021438242070330425,247629.1896527391
0.1,10,8,2.769444772765839e-07,0.021438242070330425,247629.1896527391
0.1,10,8,4.867926818639054e-07,0.021438242070330425,247629.1896527391
0.1,10,8,8.556484586605233e-07,0.021438242070330425,247629.1896527391
0.1,10,8,1.5039960789977837e-06,0.021328840726050843,108057.55713157376
0.1,10,8,2.643613954709586e-06,0.02132726968475427,27771.338971135803
0.1,10,8,4.646750639265177e-06,0.02132726968475427,27771.338971135803
0.1,10,8,8.167717326898159e-06,0.02132726968475427,27771.338971135803
0.1,10,8,1.4356614225949126e-05,0.021304919861546444,16626.51543610296
0.1,10,8,2.523500309614646e-05,0.021318352237269265,10278.803610693965
0.1,10,8,4.435623687035611e-05,0.021227747615281255,6394.326802869279
0.1,10,8,7.796613861321766e-05,0.021020637614819,4168.899434458758
0.1,10,8,0.00013704315783194816,0.020264719781920598,3102.956336309779
0.1,10,8,0.0002408844075467436,0.01969875703494664,1641.415787745532
0.1,10,8,0.0004234089371342443,0.019112889378403358,1282.653226598176
0.1,10,8,0.0007442371628406961,0.018200084295508907,954.6347350730372
0.1,10,8,0.0013081654778051015,0.016240197963584144,637.5471979012549
0.1,10,8,0.002299397292644136,0.014363941447229057,449.088895128661
0.1,10,8,0.004041711846952519,0.01224715741768454,823.7595120241975
0.1,10,8,0.0071042245313822265,0.011343550637836425,289.57329727141945
0.1,10,8,0.012487284621823738,0.010971351719500864,519.5523668027129
0.1,10,8,0.021949232676644694,0.010550565677628401,204.7184662933168
0.1,10,8,0.03858075071433152,0.011232728957935085,127.84998728895478
0.1,10,8,0.06781441281385744,0.014325603832219723,250.59115412533382
0.1,10,8,0.11919919908608659,0.04100300142643505,73.65163159327129
0.1,10,8,0.20951960613100043,0.18210251322737364,291.05525026883146
0.1,10,8,0.3682781905404057,0.587307924083507,60.034487475332455
0.1,10,8,0.6473323815954225,0.4710103323540885,48.48034264952741
0.1,10,8,1.1378333635426794,0.5308158031712372,27.038292125091697
0.1,10,8,2.0,0.4845302661136961,0.0
0.1,10,9,2.8551711106494787e-07,0.02011149053442002,59207.86224877828
0.1,10,9,4.916775089146532e-07,0.02011149053442002,59207.86224877828
0.1,10,9,8.466980205523573e-07,0.02011149053442002,59207.86224877828
0.1,10,9,1.458064534189871e-06,0.02011149053442002,59207.86224877828
0.1,10,9,2.510874165591442e-06,0.02010440022823307,59207.86224877828
0.1,10,9,4.323875197291879e-06,0.02010440022823307,59207.86224877828
0.1,10,9,7.445971199178749e-06,0.020115762408694903,19292.866761604153
0.1,10,9,1.2822406884852771e-05,0.020115762408694903,19292.866761604153
0.1,10,9,2.208095007658017e-05,0.020157086903656824,14222.216941132137
0.1,10,9,3.802471413228938e-05,0.019946515243944096,13270.709371761875
0.1,10,9,6.548082758340537e-05,0.0196494592855856,4958.812321793048
0.1,10,9,0.00011276189391169281,0.019592757345008975,2703.2507404473845
0.1,10,9,0.00019418271252537216,0.019230987992045118,1887.1088632413982
0.1,10,9,0.00033439422251315445,0.01812909108599127,1512.2302251271142
0.1,10,9,0.0005758468124991641,0.01759213732606386,1534.8368478582336
0.1,10,9,0.0009916425857279963,0.01627182194070246,1265.3074816501382
0.1,10,9,0.001707667727744406,0.015122059532681822,2900.2985461494454
0.1,10,9,0.0029407057647074723,0.01274552237885852,837.3778832305113
0.1,10,9,0.005064070869340751,0.011689405338745929,657.413910993325
0.1,10,9,0.008720632331693552,0.011333524468103038,231.5466520826967
0.1,10,9,0.015017449444675552,0.011196601411782388,167.5040683846771
0.1,10,9,0.0258609443954839,0.011101694764842473,218.47717529572816
0.1,10,9,0.044534089992454055,0.01187666676854048,157.01506835127617
0.1,10,9,0.0766903613853459,0.01688429160370268,189.02583801763248
0.1,10,9,0.1320653802606386,0.05370671389394697,72.8423914863075
0.1,10,9,0.22742446832073218,0.22748308931350386,68.65544232055495
0.1,10,9,0.39163851032641256,0.6023107099713743,59.71088234664831
0.1,10,9,0.6744248932545894,0.4255489200469289,13.995863295517841
0.1,10,9,1.161399925309615,0.5074712313769808,20.385673790437824
0.1,10,9,2.0,0.4698842184051524,0.0
0.1,15,0,3.5240083851029196e-07,0.01926908760817224,103794.04137623259
0.1,15,0,6.024669751700731e-07,0.01926908760817224,103794.04137623259
0.1,15,0,1.0299818175942778e-06,0.019296789764553082,58267.06102079486
0.1,15,0,1.7608642270812185e-06,0.019296789764553082,58267.06102079486
0.1,15,0,3.0103859827899575e-06,0.019296789764553048,46046.206708194375
0.1,15,0,5.146577246560349e-06,0.019296789764553048,46046.206708194375
0.1,15,0,8.79862499567742e-06,0.019246469087394903,27353.660572519024
0.1,15,0,1.5042191753033439e-05,0.019127011386487928,23890.697068018166
0.1,15,0,2.571623780376903e-05,0.01894406645722311,7216.3857381848875
0.1,15,0,4.3964662705927496e-05,0.018913461124341575,7082.688076679065
0.1,15,0,7.516229946211987e-05,0.018883201319371254,4562.174307912432
0.1,15,0,0.00012849800072892867,0.018677862326719214,1611.9754023777741
0.1,15,0,0.00021968109423865255,0.018362352175108124,1467.5344616326304
0.1,15,0,0.0003755683582011325,0.01761143319670258,2987.3293025613893
0.1,15,0,0.0006420743312970823,0.015987460255760203,632.1333342339232
0.1,15,0,0.0010976948347970626,0.015372946649607706,5237.011372513785
0.1,15,0,0.0018766268819779928,0.013831972803224863,596.4887180371032
0.1,15,0,0.0032082946393872085,0.012077694338730264,1192.8173859742567
0.1,15,0,0.00548492329080972,0.011132618371447878,302.5018084005726
0.1,15,0,0.009377063794805662,0.010583143067468836,456.00226650678553
0.1,15,0,0.01603109483029335,0.011135259017860414,265.7269265459486
0.1,15,0,0.027406873524761382,0.011845013534121969,263.5826850704813
0.1,15,0,0.04685498553616387,0.015721875028197604,155.96984452319913
0.1,15,0,0.08010361589076014,0.03960360661807071,371.28825024076843
0.1,15,0,0.13694571037316708,0.1750848107151235,100.27643470818899
0.1,15,0,0.2341233586157579,0.6166088168117975,109.39158539658885
0.1,15,0,0.40025895590420035,0.5872845730566029,65.27487188396641
0.1,15,0,0.6842855524059503,0.5948748632842613,20.366545071107485
0.1,15,0,1.169859438057368,0.5764596550266735,13.070508570289832
0.1,15,0,2.0,0.5394518362081999,0.0
0.1,15,1,1.1520142213505835e-06,0.01997859635033463,86742.88271929661
0.1,15,1,1.8906689890320602e-06,0.019867159232168898,86742.88271929661
0.1,15,1,3.1029384532221615e-06,0.019878341853775783,86742.88271929661
0.1,15,1,5.092497470651356e-06,0.01977184222569422,44631.90606713271
0.1,15,1,8.357732800552501e-06,0.019699299548069833,23417.58232519075
0.1,15,1,1.3716589545305514e-05,0.01959581975778689,18403.750130334396
0.1,15,1,2.2511467313473683e-05,0.01951741728053974,9971.032821110388
0.1,15,1,3.694549282325315e-05,0.01948718587277746,5798.831403037523
0.1,15,1,6.063440560962808e-05,0.019418305619381283,5798.831403037523
0.1,15,1,9.951230482217113e-05,0.01957161958335518,5597.327965287709
0.1,15,1,0.00016331814769943525,0.01922345469853104,2229.365423425721
0.1,15,1,0.00026803536925045526,0.018892850493881105,6613.164451308915
0.1,15,1,0.0004398957506023473,0.018328131330636467,2859.5009764761735
0.1,15,1,0.0007219505095134884,0.017210386762529905,1280.322966798466
0.1,15,1,0.001184854678575758,0.015949181436495596,747.7171614087317
0.1,15,1,0.0019445662699080519,0.014807395900899389,381.24734986428166
0.1,15,1,0.0031913938868937367,0.013430537503495885,405.7954993936774
0.1,15,1,0.005237669242192655,0.012376729388117154,1401.0793264267265
0.1,15,1,0.008595986601112533,0.01152915936173418,335.43555426036056
0.1,15,1,0.014107608218416837,0.011128192596169156,172.2010455598322
0.1,15,1,0.02315320147411393,0.011357841697489178,312.1498777249516
0.1,15,1,0.03799869759645683,0.012797762843317954,638.4304419610021
0.1,15,1,0.06236290996911626,0.019966183119997406,169.06285945546642
0.1,15,1,0.10234910104336682,0.06587901904095286,270.48633854846696
0.1,15,1,0.1679738564087688,0.2927329229301274,98.5624178310048
0.1,15,1,0.27567625068713086,0.7310855511201773,104.30456369013415
0.1,15,1,0.45243585411274967,0.47069163939395864,26.548238652924837
0.1,15,1,0.7425311450533646,0.616881410969707,15.876006136365946
0.1,15,1,1.2186313183677537,0.5659573266344478,7.235223604608721
0.1,15,1,2.0,0.5465291828379124,0.0
0.1,15,2,2.71471598090045e-07,0.019153828052951304,338161.93069579545
0.1,15,2,4.6830418705420855e-07,0.019153828052951304,338161.93069579545
0.1,15,2,8.078517721760336e-07,0.019153828052951613,144914.94122457458
0.1,15,2,1.3935909689665334e-06,0.019153828052951613,144914.94122457458
0.1,15,2,2.4040249160484464e-06,0.019153828052951603,96395.47754968442
0.1,15,2,4.147081837985518e-06,0.018806191801933488,21854.673246744427
0.1,15,2,7.153955708253882e-06,0.018805220796437074,20821.680167667855
0.1,15,2,1.2340986813156067e-05,0.018843977130593256,16273.937847134068
0.1,15,2,2.1288915074883045e-05,0.01884189600726754,14670.589943725452
0.1,15,2,3.6724608163621984e-05,0.018758098165502758,8536.020381522214
0.1,15,2,6.335207031582289e-05,0.018641843613940768,6045.7579225851405
0.1,15,2,0.00010928598054523495,0.018515016926557996,2928.6705260206404
0.1,15,2,0.0001885246288589004,0.018084126910860393,1775.8111761808634
0.1,15,2,0.0003252158740678998,0.017586241022913427,4559.356480375718
0.1,15,2,0.0005610161674149609,0.016433339275585258,1845.5615495692143
0.1,15,2,0.0009677852933933309,0.01418810592848289,1350.223447556543
0.1,15,2,0.001669485530914559,0.012731460255395524,564.9316088617578
0.1,15,2,0.002879958971230502,0.011264532043128028,588.8693666850547
0.1,15,2,0.004968095573387462,0.009810082379336362,372.93012984079047
0.1,15,2,0.008570251824027349,0.009517868658112133,471.6452848782067
0.1,15,2,0.014784179418908226,0.009384376246969276,116.00432593928774
0.1,15,2,0.025503563439954812,0.009779121692753953,277.8568153118012
0.1,15,2,0.04399512003377949,0.011813092479932594,255.11280079328444
0.1,15,2,0.07589412324061062,0.028123701886536928,192.79429755177952
0.1,15,2,0.1309217462763719,0.13705500578632582,167.46002004690047
0.1,15,2,0.22584757443884518,0.5581029526250127,60.494354362042834
0.1,15,2,0.38960011098717784,0.5834801183635208,115.72462509907442
0.1,15,2,0.672082694969667,0.5586467803120194,29.501260816976917
0.1,15,2,1.1593814686889456,0.5506856928947047,9.03078753115368
0.1,15,2,2.0,0.5130436397478241,0.0
0.1,15,3,7.715450487388867e-07,0.019523169165283603,265586.66754334915
0.1,15,3,1.2838736290950304e-06,0.019547494844309753,193651.4565555925
0.1,15,3,2.1364034390213345e-06,0.019244918552499372,71480.27699557201
0.1,15,3,3.5550380900645136e-06,0.019162497566753724,19540.46884131226
0.1,15,3,5.915687828886395e-06,0.019162497566753724,19540.46884131226
0.1,15,3,9.843878350175303e-06,0.019144741582255077,15646.836393278036
0.1,15,3,1.6380502787837517e-05,0.018893435091517294,9903.701626516608
0.1,15,3,2.7257637898133292e-05,0.01892541143001511,9199.932686114988
0.1,15,3,4.535751029189492e-05,0.018909698304495008,7152.437090199825
0.1,15,3,7.547622972936499e-05,0.018906925601566024,4080.1956705730718
0.1,15,3,0.00012559466376129168,0.018423384178634664,3091.783740273777
0.1,15,3,0.0002089932104700092,0.018202628632861765,1574.4213136248575
0.1,15,3,0.00034777084244261644,0.017685932034072076,1003.3325710451257
0.1,15,3,0.0005787008993318605,0.01757529419733783,4020.8829881849906
0.1,15,3,0.0009629752987206307,0.01538607644320316,2306.0540542046565
0.1,15,3,0.001602419189285393,0.014157247519068017,3860.379282403961
0.1,15,3,0.0026664726100466564,0.012370514384819876,689.3164144763236
0.1,15,3,0.004437088764082888,0.011559260689309752,550.0897264324875
0.1,15,3,0.007383446065101762,0.010380992694037387,195.2575757037052
0.1,15,3,0.012286271177974616,0.009781058859588037,522.8347708200666
0.1,15,3,0.020444716210796823,0.009599966596416263,550.2776088783068
0.1,15,3,0.03402060844052795,0.010190531475845024,172.25175522088958
0.1,15,3,0.05661129197051398,0.015855725313699606,389.4560723823147
0.1,15,3,0.0942028530786927,0.05184848386585204,353.3692879262365
0.1,15,3,0.15675631520276698,0.24772900164814857,339.1759079002271
0.1,15,3,0.260847113997943,0.6970767344058091,52.13724255654532
0.1,15,3,0.43405726138078343,0.501543528536387,20.806106152147013
0.1,15,3,0.7222840355399566,0.6077333149281641,35.37271348271579
0.1,15,3,1.2019018558434433,0.5598473974256182,7.922805721842522
0.1,15,3,2.0,0.5307283005217214,0.0
0.1,15,4,3.634335055124894e-09,0.018994293391715555,336491.96643523744
0.1,15,4,7.274868319077722e-09,0.018994293391715555,336491.96643523744
0.1,15,4,1.4562143626601317e-08,0.018994293391715555,336491.96643523744
0.1,15,4,2.9149122389702436e-08,0.018994293391715555,336491.96643523744
0.1,15,4,5.834795740770743e-08,0.018994293391715555,336491.96643523744
0.1,15,4,1.167954248548611e-07,0.018994293391715555,336491.96643523744
0.1,15,4,2.3379003949889064e-07,0.018994293391715555,336491.96643523744
0.1,15,4,4.679787982861038e-07,0.019039941020391606,85670.0814541064
0.1,15,4,9.367557151481855e-07,0.019039941020391606,85670.0814541064
0.1,15,4,1.8751090286067034e-06,0.019039941020391606,85670.0814541064
0.1,15,4,3.753415978472224e-06,0.019046610772661024,53569.86548653238
0.1,15,4,7.5132332533851465e-06,0.01902718465299529,35766.04776894724
0.1,15,4,1.5039280016799283e-05,0.0189990680906875,17065.859858998396
0.1,15,4,3.010420890657038e-05,0.018801357010665938,7153.139107230088
0.1,15,4,6.0259759302181386e-05,0.018752932793816353,5358.9711418620345
0.1,15,4,0.0001206222891432401,0.018492206591056992,3425.4744696202324
0.1,15,4,0.00024145029463515835,0.01804697596893691,1540.4919956671895
0.1,15,4,0.00048331237280843723,0.01734423574240198,1599.175939820759
0.1,15,4,0.0009674490149729887,0.015719031048742033,1936.3798669928638
0.1,15,4,0.0019365479744156613,0.01324912377973913,521.41590007619
0.1,15,4,0.0038763986516830626,0.01115697358486758,615.2758010412251
0.1,15,4,0.0077594083416933635,0.009727874876600269,327.3442369526496
0.1,15,4,0.015532050034894922,0.00986887879405352,236.6114453526664
0.1,15,4,0.03109058934174248,0.01096502531925541,248.98710004758345
0.1,15,4,0.06223420240375322,0.01863428283760753,188.2862188452401
0.1,15,4,0.12457454267781491,0.11274539742970426,771.2722068379765
0.1,15,4,0.24936154211001538,0.6257357689785064,157.31758823645566
0.1,15,4,0.4991483600650506,0.3957717236918398,103.68051523945985
0.1,15,4,0.999147997110588,0.46977735408311533,9.431665418889178
0.1,15,4,2.0,0.503502708419144,0.0
0.1,15,5,7.522099987333769e-07,0.01863497916659121,53858.89099880573
0.1,15,5,1.2527954495995007e-06,0.01863497916659121,53858.89099880573
0.1,15,5,2.0865136613180416e-06,0.01863497916659121,53858.89099880573
0.1,15,5,3.475059923197016e-06,0.018630737894902792,24750.952700562615
0.1,15,5,5.78766470293882e-06,0.018630737894902792,24750.952700562615
0.1,15,5,9.639276287019222e-06,0.018684830188827474,14352.978696774548
0.1,15,5,1.605408262339579e-05,0.018676727429515393,10681.326496205656
0.1,15,5,2.6737854710720997e-05,0.01876923653603958,10681.326496205656
0.1,15,5,4.4531530782691675e-05,0.018698700990534778,7147.978856288815
0.1,15,5,7.416665455417705e-05,0.018289921450228095,3179.6928886839037
0.1,15,5,0.00012352354727263533,0.018129868391260566,2675.102782324213
0.1,15,5,0.00020572677603611313,0.017953275352537486,2345.192395515347
0.1,15,5,0.00034263512757449073,0.01774140119932424,3090.433781376471
0.1,15,5,0.0005706541117787193,0.01695457985165093,2264.0556987821005
0.1,15,5,0.0009504166067128124,0.01580240777486181,834.1999996840959
0.1,15,5,0.0015829058402820433,0.014160907803804057,719.2651676036063
0.1,15,5,0.002636307995359046,0.01353693053908581,2154.523694910336
0.1,15,5,0.0043907348558115435,0.0119203098494247,902.3447445433515
0.1,15,5,0.007312708760879377,0.011048868437073797,229.60959087401528
0.1,15,5,0.01217921627644217,0.010379463595807839,405.989556872442
0.1,15,5,0.020284317885308007,0.010251507384162927,189.86782027107935
0.1,15,5,0.03378325359638171,0.011470575015577456,285.315271070912
0.1,15,5,0.05626554612339677,0.01657740464597201,195.72280325256287
0.1,15,5,0.09370949637909216,0.04966439600356089,171.99444456513947
0.1,15,5,0.1560718826466968,0.23148590547914444,111.2171484585546
0.1,15,5,0.259935582775355,0.6657758903404661,78.07398213782918
0.1,15,5,0.4329191526811721,0.48547481908614026,142.25586389220663
0.1,15,5,0.721020918941129,0.5889392740585331,28.178890055271776
0.1,15,5,1.200850464413557,0.5463649715650919,9.061154308052258
0.1,15,5,2.0,0.5166404997328246,0.0
0.1,15,6,2.5491053223802846e-07,0.020854925527639054,262790.3014747766
0.1,15,6,4.406908800882607e-07,0.020841548034558892,101370.52710521911
0.1,15,6,7.618690765261093e-07,0.020841548034558892,101370.52710521911
0.1,15,6,1.3171238979361165e-06,0.020841548034558892,101370.52710521911
0.1,15,6,2.277051813711426e-06,0.020841548034558927,23786.02368366682
0.1,15,6,3.936581038770263e-06,0.020841548034558927,23786.02368366682
0.1,15,6,6.8055852666554665e-06,0.020841548034558927,23786.02368366682
0.1,15,6,1.1765537242994593e-05,0.020773637309072474,14589.304493985257
0.1,15,6,2.034033241704159e-05,0.02074826266602143,11271.142116040093
0.1,15,6,3.516449051929988e-05,0.0207378238198109,11271.142116040093
0.1,15,6,6.07925852994383e-05,0.0207007030932134,5475.737197325674
0.1,15,6,0.00010509859158519866,0.0204699347728641,3387.4675312253803
0.1,15,6,0.00018169508499738752,0.0201579906634863,2380.780158194571
0.1,15,6,0.0003141155691458115,0.019157533591217316,1005.8977533356338
0.1,15,6,0.0005430449083485987,0.018361084074511105,1653.4879144321078
0.1,15,6,0.0009388193437379329,0.016657013963017653,822.2006570738201
0.1,15,6,0.0016230365972066784,0.01463319850632449,610.1767920955406
0.1,15,6,0.0028059155506786953,0.013527638374648241,1028.6129251329294
0.1,15,6,0.004850883887085852,0.012142120530627012,412.9554388587112
0.1,15,6,0.008386237597313821,0.01133026363310339,724.0061369445727
0.1,15,6,0.014498178615619183,0.010460009665334582,181.75288417599225
0.1,15,6,0.025064539458997108,0.010893785086965717,259.77967672010766
0.1,15,6,0.04333172841551407,0.013807504824597827,259.3042739237211
0.1,15,6,0.07491215589847486,0.03195955315415602,191.5536610261617
0.1,15,6,0.12950859120007308,0.1449323003879292,154.24144272740725
0.1,15,6,0.22389524094538996,0.5508608035001938,126.57199131324556
0.1,15,6,0.3870714556731734,0.5913391597106713,35.075644799971684
0.1,15,6,0.6691714891496654,0.5552894191619576,20.957637319672255
0.1,15,6,1.1568677445150466,0.5528515724772372,24.42869138989349
0.1,15,6,2.0,0.5176252428677239,0.0
0.1,15,7,9.574720443161764e-07,0.01996187639676672,152893.43458715166
0.1,15,7,1.5814440187514497e-06,0.01996131293631934,152893.43458715166
0.1,15,7,2.612050345794605e-06,0.019961211937028676,97944.7654952658
0.1,15,7,4.314289300200663e-06,0.019914747601368462,33415.695949189925
0.1,15,7,7.125855057040902e-06,0.019882371221830036,33415.695949189925
0.1,15,7,1.1769681345104433e-05,0.019852630392547654,16675.117233400073
0.1,15,7,1.9439828323258608e-05,0.019935357569494872,16675.117233400073
0.1,15,7,3.210850949630483e-05,0.01997749900618876,12031.721534431927
0.1,15,7,5.303320404536799e-05,0.019903762281564433,4920.066510848707
0.1,15,7,8.759424761343441e-05,0.01957679924095727,3412.785126353944
0.1,15,7,0.00014467827002117198,0.01954323772907531,3412.785126353944
0.1,15,7,0.0002389632011989429,0.01904413412530815,2070.592850198728
0.1,15,7,0.00039469238551781167,0.01850872793287582,1348.8192562584481
0.1,15,7,0.0006519082369341393,0.01779185378727521,1588.1928639609164
0.1,15,7,0.0010767482854401285,0.01582872773262686,5921.786811818341
0.1,15,7,0.001778451021957844,0.013800890623977576,474.9494593544769
0.1,15,7,0.0029374442293261206,0.01255581521066294,858.9280587833291
0.1,15,7,0.004851738110224919,0.011192102374379936,768.8816330625872
0.1,15,7,0.00801355220814151,0.010958815155960613,589.1584647101838
0.1,15,7,0.013235879087800283,0.010886200647580476,159.1640837341928
0.1,15,7,0.021861527906298906,0.011129072182662231,112.99283746171417
0.1,15,7,0.036108398938034886,0.012829126113301092,255.3672270002342
0.1,15,7,0.05963976897939569,0.020120692394624932,170.738567545143
0.1,15,7,0.09850622427263081,0.061699863653448525,330.70624003303755
0.1,15,7,0.16270143876315465,0.26792393281746973,306.89460572718895
0.1,15,7,0.26873183264375244,0.6948474289391449,65.29995251547143
0.1,15,7,0.4438608436720473,0.4752540964296854,44.2851333638266
0.1,15,7,0.7331191344437171,0.59266315270145,18.101582314591305
0.1,15,7,1.2108832598097286,0.5453419183607211,7.1226918172607565
0.1,15,7,2.0,0.5249320031368092,0.0
0.1,15,8,7.671617763271842e-08,0.01923233247363778,3230152.097275373
0.1,15,8,1.3823436644241348e-07,0.019232332473637218,500220.1827584784
0.1,15,8,2.490835786581973e-07,0.019232332473637218,500220.1827584784
0.1,15,8,4.488220314086697e-07,0.019232332473637176,47497.8729128148
0.1,15,8,8.087294110794451e-07,0.019232332473637176,47497.8729128148
0.1,15,8,1.457244106961796e-06,0.019232332473637176,47497.8729128148
0.1,15,8,2.625798392122875e-06,0.019232332473637176,47497.8729128148
0.1,15,8,4.731408528698769e-06,0.019248827712808336,39744.51796799189
0.1,15,8,8.525493325230081e-06,0.019272578906779688,19145.49545472663
0.1,15,8,1.536202929797149e-05,0.019245577317796893,10738.404070099314
0.1,15,8,2.768073765929147e-05,0.019254496884488232,10738.404070099314
0.1,15,8,4.987773571449288e-05,0.019261844275693073,6100.238365103752
0.1,15,8,8.987435777997516e-05,0.019150467100360898,3348.9073069788396
0.1,15,8,0.00016194400308384383,0.019018499880023812,2610.5340247474714
0.1,15,8,0.0002918058140568258,0.01861375041498131,7548.0934110784665
0.1,15,8,0.00052580294111466,0.01717372584410419,2278.263604714386
0.1,15,8,0.0009474407964708593,0.015120670806478963,1955.0273336815635
0.1,15,8,0.0017071872228679496,0.013883803983747485,1120.6200320679118
0.1,15,8,0.003076169217939333,0.011548864189877035,497.5282591087146
0.1,15,8,0.005542928702043977,0.010327057402226962,1748.5573644390965
0.1,15,8,0.009987766088019153,0.009543804756296119,371.29494659048606
0.1,15,8,0.0179968887913352,0.009238427932997492,144.09618617681502
0.1,15,8,0.03242847332560258,0.009849444192887972,826.7559014731272
0.1,15,8,0.05843264879958715,0.017363222735741247,348.7391480850344
0.1,15,8,0.10528939834611989,0.0743400625816234,292.267802350002
0.1,15,8,0.18972026139205658,0.3713683734393328,154.853405526307
0.1,15,8,0.3418556677885767,0.6357903308379528,42.41963050045049
0.1,15,8,0.6159874371966627,0.4654215062027361,116.46899933171197
0.1,15,8,1.1099436356830583,0.5198280164354036,11.669286341328617
0.1,15,8,2.0,0.49093917886105376,0.0
0.1,15,9,2.257599607258241e-07,0.018462338117568894,459613.0082429711
0.1,15,9,3.919330204859318e-07,0.01846233811756874,126099.07351945099
0.1,15,9,6.804195573624344e-07,0.01846233811756874,126099.07351945099
0.1,15,9,1.181249728505354e-06,0.018462338117568734,108604.40762440409
0.1,15,9,2.050721361541822e-06,0.018424838479977414,42510.16793271029
0.1,15,9,3.5601769898437546e-06,0.018403294999614524,42510.16793271029
0.1,15,9,6.1806837519278695e-06,0.0184091124594727,42510.16793271029
0.1,15,9,1.0730042846274811e-05,0.01830945142257169,18031.30331829967
0.1,15,9,1.862800688467205e-05,0.01830945142257169,18031.30331829967
0.1,15,9,3.2339352737613786e-05,0.01797275530565334,7150.265662212748
0.1,15,9,5.614308293757198e-05,0.018093034257059354,24194.723105175082
0.1,15,9,9.746780609090416e-05,0.017465907520030008,2928.1862973579846
0.1,15,9,0.0001692100384786055,0.017193994802430623,1723.493593197582
0.1,15,9,0.00029375891661321684,0.016783448462208403,2973.8348328020406
0.1,15,9,0.0005099833429840036,0.015487751804515648,1063.653001244064
0.1,15,9,0.0008853620959651839,0.014451370690486576,638.5777183517648
