seed,N_train,method,mlp_width,mlp_depth,mlp_lr,mlp_epochs,train_mse,test_mse_vs_f,max_error_vs_f,mse_vs_closed_form,max_error_vs_closed_form,L_hat,L_used
2,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,2.9362375598653685e-05,3.232855354703258e-05,0.04644215229156701,3.385824619848132e-05,0.04648872791985792,5.207683463445776,5.7284518097903545
3,1000,Closed-form,,,,,0.0,2.6494021069053624e-06,0.01231805751835513,0.0,0.0,5.207062705919618,5.727768976511581
3,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,3.818220813625349e-06,3.806585665113462e-06,0.013583028048307577,6.410414143772925e-06,0.014112431522789515,5.207062705919618,5.727768976511581
4,1000,Closed-form,,,,,0.0,2.2047963522408296e-06,0.01399012942370259,0.0,0.0,5.207673415756354,5.728440757331989
4,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,1.3196948663468189e-05,1.2889914512007515e-05,0.016304665535719076,1.5115764359401678e-05,0.01812421726353386,5.207673415756354,5.728440757331989
5,1000,Closed-form,,,,,0.0,2.4272445641623145e-06,0.009888311496516922,0.0,0.0,5.207749838012096,5.728524821813306
5,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,4.213191471847664e-06,4.242227550087478e-06,0.013620236247808615,6.626083715753641e-06,0.01500962325656885,5.207749838012096,5.728524821813306
6,1000,Closed-form,,,,,0.0,1.9995892240144294e-06,0.00972983457159865,0.0,0.0,5.2078450381204044,5.728629541932445
6,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,1.828381603702025e-06,2.1972340323952024e-06,0.01386857900026528,4.209335234033758e-06,0.015951246574784528,5.2078450381204044,5.728629541932445
7,1000,Closed-form,,,,,0.0,2.1947463766706045e-06,0.008033096112099014,0.0,0.0,5.207815894346531,5.728597483781185
7,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,2.735812029411047e-05,3.1103629031610854e-05,0.04761433723571995,3.295064554212649e-05,0.044944072225378884,5.207815894346531,5.728597483781185
8,1000,Closed-form,,,,,0.0,2.36153855892438e-06,0.008445989605010529,0.0,0.0,5.207857256511612,5.728642982162773
8,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,2.5016530408980248e-06,3.743913146259465e-06,0.018579007416994364,6.062675228308667e-06,0.016810405033422127,5.207857256511612,5.728642982162773
9,1000,Closed-form,,,,,0.0,2.796729088615512e-06,0.01420748717667697,0.0,0.0,5.206935682330583,5.727629250563641
9,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,1.1890864023644562e-05,1.5663538209666205e-05,0.033755542069704325,1.8408786240083426e-05,0.032784409243801216,5.206935682330583,5.727629250563641
10,1000,Closed-form,,,,,0.0,1.668280970531146e-06,0.00655755581659434,0.0,0.0,5.207720435681732,5.728492479249906
10,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,2.5577353266373873e-06,2.6553473569244323e-06,0.008163423856883956,4.372866557677517e-06,0.008990153268215173,5.207720435681732,5.728492479249906
11,1000,Closed-form,,,,,0.0,2.165870783112392e-06,0.008935640103688691,0.0,0.0,5.207776782008688,5.7285544602095575
11,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,6.49084788250915e-06,8.89306627618992e-06,0.021631093055040518,1.1074765626617512e-05,0.022993471382672492,5.207776782008688,5.7285544602095575
12,1000,Closed-form,,,,,0.0,2.0561996092945714e-06,0.007215961817183869,0.0,0.0,5.2076614219790605,5.728427564176967
12,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,0.0007909988588860224,0.0007915560753446019,0.08180812123420922,0.0007951425768708825,0.08687355645228523,5.2076614219790605,5.728427564176967
13,1000,Closed-form,,,,,0.0,1.678001279394799e-06,0.007001149800453521,0.0,0.0,5.20773379182886,5.728507171011747
13,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,3.1292533381702695e-06,3.507316390852323e-06,0.012006367761025816,5.19364261558331e-06,0.012533194822263782,5.20773379182886,5.728507171011747
14,1000,Closed-form,,,,,0.0,3.052572683546083e-06,0.014750206358568385,0.0,0.0,5.207805012527158,5.7285855137798745
14,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,5.406255493419674e-06,5.859609178316474e-06,0.020893783599168936,9.011928703799085e-06,0.022471672319318903,5.207805012527158,5.7285855137798745
15,1000,Closed-form,,,,,0.0,1.8781098015938643e-06,0.006105327354808843,0.0,0.0,5.207795706401661,5.728575277041827
15,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,6.956841356346929e-06,6.998841004793697e-06,0.02338284376266697,8.839435032622306e-06,0.02292653185708382,5.207795706401661,5.728575277041827
16,1000,Closed-form,,,,,0.0,1.7961725062496194e-06,0.008257945627769714,0.0,0.0,5.207693810508091,5.7284631915589
16,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,2.2454089713189386e-06,2.431599006307176e-06,0.014896498352319876,4.2404411455711126e-06,0.015821146100735928,5.207693810508091,5.7284631915589
17,1000,Closed-form,,,,,0.0,1.9984513618326496e-06,0.0073436175230960354,0.0,0.0,5.207718943371746,5.728490837708921
17,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,6.693438057836726e-06,6.573208950469542e-06,0.009561456095561915,8.604274337013082e-06,0.010963830433529886,5.207718943371746,5.728490837708921
18,1000,Closed-form,,,,,0.0,1.8464681644015874e-06,0.007939818889389133,0.0,0.0,5.207814695563491,5.728596165119841
18,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,7.427238261711112e-07,8.839075474354833e-07,0.006395978214052467,2.697813383236848e-06,0.009228457661886236,5.207814695563491,5.728596165119841
19,1000,Closed-form,,,,,0.0,1.9919178526342404e-06,0.008360196407145137,0.0,0.0,5.20784932264895,5.728634254913845
19,1000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,2.145997302143645e-05,3.2988702583180575e-05,0.04823321226242283,3.368448714767924e-05,0.04337375953210154,5.20784932264895,5.728634254913845
0,1000,Closed-form,,,,,0.0,2.247573393907466e-06,0.008393965876005716,0.0,0.0,5.2078536849841885,5.728639053482608
0,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,4.614161245973921e-07,4.7296955466339494e-07,0.0062165272534201454,2.731261589504914e-06,0.008556590937046193,5.2078536849841885,5.728639053482608
1,1000,Closed-form,,,,,0.0,2.059272602179527e-06,0.00998169714030464,0.0,0.0,5.207711290507376,5.728482419558114
1,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,1.4100788034613174e-06,1.705688939450899e-06,0.013452650338442118,3.7132134442227793e-06,0.011719338123704404,5.207711290507376,5.728482419558114
2,1000,Closed-form,,,,,0.0,1.6287491711849659e-06,0.0063829284415215515,0.0,0.0,5.207683463445776,5.7284518097903545
2,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,1.2925144745176476e-06,1.5531533722941289e-06,0.008228601247103007,3.1141801145330385e-06,0.006958838557682867,5.207683463445776,5.7284518097903545
3,1000,Closed-form,,,,,0.0,2.6494021069053624e-06,0.01231805751835513,0.0,0.0,5.207062705919618,5.727768976511581
3,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,1.2366401791761144e-06,1.2103594629610233e-06,0.00990831974151829,3.7982140635488877e-06,0.012663718279781855,5.207062705919618,5.727768976511581
4,1000,Closed-form,,,,,0.0,2.2047963522408296e-06,0.01399012942370259,0.0,0.0,5.207673415756354,5.728440757331989
4,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,4.364670800042508e-06,4.204600571217762e-06,0.01003736379745701,6.356960393778668e-06,0.015225456559161854,5.207673415756354,5.728440757331989
5,1000,Closed-form,,,,,0.0,2.4272445641623145e-06,0.009888311496516922,0.0,0.0,5.207749838012096,5.728524821813306
5,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,9.104208560743634e-07,7.868833008563316e-07,0.008047105103761942,3.1915290141784447e-06,0.010231044379119814,5.207749838012096,5.728524821813306
6,1000,Closed-form,,,,,0.0,1.9995892240144294e-06,0.00972983457159865,0.0,0.0,5.2078450381204044,5.728629541932445
6,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,8.669946610196914e-07,1.1538522206407137e-06,0.011372112959654013,3.1596827952131384e-06,0.01345478053417326,5.2078450381204044,5.728629541932445
7,1000,Closed-form,,,,,0.0,2.1947463766706045e-06,0.008033096112099014,0.0,0.0,5.207815894346531,5.728597483781185
7,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,9.101463737930013e-06,1.1119165842795285e-05,0.03233689191940525,1.30604321702487e-05,0.029666626909064187,5.207815894346531,5.728597483781185
8,1000,Closed-form,,,,,0.0,2.36153855892438e-06,0.008445989605010529,0.0,0.0,5.207857256511612,5.728642982162773
8,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,1.2567677914716476e-06,1.7829559912695255e-06,0.01163554313781956,4.054363150063455e-06,0.010021183545862344,5.207857256511612,5.728642982162773
9,1000,Closed-form,,,,,0.0,2.796729088615512e-06,0.01420748717667697,0.0,0.0,5.206935682330583,5.727629250563641
9,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,1.3149552010672218e-05,1.3760411750595332e-05,0.019176067143709452,1.6573949929306692e-05,0.018204934317806343,5.206935682330583,5.727629250563641
10,1000,Closed-form,,,,,0.0,1.668280970531146e-06,0.00655755581659434,0.0,0.0,5.207720435681732,5.728492479249906
10,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,7.28815131751534e-07,1.0208621466784261e-06,0.011111856728822977,2.6765771817200636e-06,0.010677301582056375,5.207720435681732,5.728492479249906
11,1000,Closed-form,,,,,0.0,2.165870783112392e-06,0.008935640103688691,0.0,0.0,5.207776782008688,5.7285544602095575
11,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,1.344408320443793e-06,1.77551510632369e-06,0.009566785126955302,3.916736251630299e-06,0.011253216011440803,5.207776782008688,5.7285544602095575
12,1000,Closed-form,,,,,0.0,2.0561996092945714e-06,0.007215961817183869,0.0,0.0,5.2076614219790605,5.728427564176967
12,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,6.453617371023818e-07,8.29469565099102e-07,0.007762269407541433,3.0335936736289087e-06,0.012827704625617442,5.2076614219790605,5.728427564176967
13,1000,Closed-form,,,,,0.0,1.678001279394799e-06,0.007001149800453521,0.0,0.0,5.20773379182886,5.728507171011747
13,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,0.00035272759558834367,0.0003442898972061038,0.02797189320687704,0.0003459389736562655,0.029241484264431294,5.20773379182886,5.728507171011747
14,1000,Closed-form,,,,,0.0,3.052572683546083e-06,0.014750206358568385,0.0,0.0,5.207805012527158,5.7285855137798745
14,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,1.7166127493914995e-06,1.9029759633459255e-06,0.010562100738317648,4.854263351892054e-06,0.014491796012635505,5.207805012527158,5.7285855137798745
15,1000,Closed-form,,,,,0.0,1.8781098015938643e-06,0.006105327354808843,0.0,0.0,5.207795706401661,5.728575277041827
15,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,1.0190452544278113e-06,1.0862386129358833e-06,0.007690132886202128,2.9596875773717415e-06,0.007671390370546094,5.207795706401661,5.728575277041827
16,1000,Closed-form,,,,,0.0,1.7961725062496194e-06,0.008257945627769714,0.0,0.0,5.207693810508091,5.7284631915589
16,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,5.212928989620628e-07,6.280470299108829e-07,0.007464678317339102,2.4066945347015123e-06,0.008389326065755154,5.207693810508091,5.7284631915589
17,1000,Closed-form,,,,,0.0,1.9984513618326496e-06,0.0073436175230960354,0.0,0.0,5.207718943371746,5.728490837708921
17,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,3.912132766940201e-05,3.8980267935763816e-05,0.014175259798795858,4.105517086204981e-05,0.01464431972769309,5.207718943371746,5.728490837708921
18,1000,Closed-form,,,,,0.0,1.8464681644015874e-06,0.007939818889389133,0.0,0.0,5.207814695563491,5.728596165119841
18,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,8.120464799986648e-06,8.148223447804483e-06,0.009647311002046854,9.964742625080757e-06,0.010149912850246467,5.207814695563491,5.728596165119841
19,1000,Closed-form,,,,,0.0,1.9919178526342404e-06,0.008360196407145137,0.0,0.0,5.20784932264895,5.728634254913845
19,1000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,2.7663520326798015e-05,2.807731626547723e-05,0.010024297128325865,2.981402228660448e-05,0.012593864308788172,5.20784932264895,5.728634254913845
0,5000,Closed-form,,,,,0.0,7.596735795528285e-08,0.0014189610712851408,0.0,0.0,5.207856103970942,5.728641714368036
0,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,1.5117767902970616e-05,1.4789417198416373e-05,0.028469265729219706,1.4821513681059905e-05,0.02830104279076806,5.207856103970942,5.728641714368036
1,5000,Closed-form,,,,,0.0,8.116228588710175e-08,0.002066854177215305,0.0,0.0,5.207859492877199,5.728645442164919
1,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,2.915499960937787e-05,2.9112901672310846e-05,0.010293560587157968,2.921326509316663e-05,0.010170008411583942,5.207859492877199,5.728645442164919
2,5000,Closed-form,,,,,0.0,7.933994040799648e-08,0.0017215047052451249,0.0,0.0,5.207852069008237,5.728637275909062
2,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,3.2168828930271776e-05,3.100813432735142e-05,0.04463914158943383,3.109926192337407e-05,0.04468571721772474,5.207852069008237,5.728637275909062
3,5000,Closed-form,,,,,0.0,8.232579695217841e-08,0.0019278610086161108,0.0,0.0,5.207858808311738,5.728644689142913
3,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,3.397460588846039e-06,3.2633638412680457e-06,0.013568581372530253,3.343929913001247e-06,0.013414099134702262,5.207858808311738,5.728644689142913
4,5000,Closed-form,,,,,0.0,7.440043048418566e-08,0.00158414006209473,0.0,0.0,5.207857956342003,5.728643751976203
4,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,2.147911029369637e-06,2.2570015955042706e-06,0.01406008872392861,2.3443246827048967e-06,0.014630318334953762,5.207857956342003,5.728643751976203
5,5000,Closed-form,,,,,0.0,7.769396800496958e-08,0.0017235433751305318,0.0,0.0,5.20785891165439,5.728644802819829
5,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,3.9255617489013775e-05,3.735656938533737e-05,0.04222652438286034,3.748603963281076e-05,0.04225552512726782,5.20785891165439,5.728644802819829
6,5000,Closed-form,,,,,0.0,8.466671972364735e-08,0.0018904549948708937,0.0,0.0,5.2078583834158385,5.728644221757423
6,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,5.1728911100048335e-05,5.248458712000012e-05,0.016027144015982153,5.248031047700226e-05,0.016423522584274375,5.2078583834158385,5.728644221757423
7,5000,Closed-form,,,,,0.0,7.436772224785606e-08,0.0017467868036401268,0.0,0.0,5.2078354612536275,5.728619007378991
7,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,1.9333050949620344e-06,2.126175987482954e-06,0.011979283124239237,2.186685219648435e-06,0.01140482197584236,5.2078354612536275,5.728619007378991
8,5000,Closed-form,,,,,0.0,7.658215754269032e-08,0.001519032887780325,0.0,0.0,5.207857275128336,5.72864300264117
8,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,4.13425043277524e-06,5.008675568642907e-06,0.016559691458971182,5.085391516903223e-06,0.016858398223100757,5.207857275128336,5.72864300264117
9,5000,Closed-form,,,,,0.0,7.332615936648188e-08,0.0016317366448152827,0.0,0.0,5.207859414129442,5.728645355542387
9,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,1.4335111431266945e-05,1.625289804000235e-05,0.03185002627971856,1.6252690196726503e-05,0.03187392796723265,5.207859414129442,5.728645355542387
10,5000,Closed-form,,,,,0.0,8.1723367644127e-08,0.00198809432582131,0.0,0.0,5.20785733675287,5.7286430704281575
10,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,0.00020981085936685656,0.0002086541981133792,0.026928306847841532,0.00020872127918386484,0.026830808919235505,5.20785733675287,5.7286430704281575
11,5000,Closed-form,,,,,0.0,7.742298435637414e-08,0.0020626280234000705,0.0,0.0,5.207856410669337,5.728642051736271
11,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,5.861169486839553e-06,6.5896871440605685e-06,0.01917745295170037,6.6620168857783564e-06,0.019450240025444487,5.207856410669337,5.728642051736271
12,5000,Closed-form,,,,,0.0,8.282056077454185e-08,0.0018585222595396411,0.0,0.0,5.207849503383838,5.728634453722222
12,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,4.183380685708958e-06,4.118387826850173e-06,0.016549171239168436,4.1934165810959505e-06,0.016507845075156458,5.207849503383838,5.728634453722222
13,5000,Closed-form,,,,,0.0,7.783638921458018e-08,0.001691494690897355,0.0,0.0,5.207849509905926,5.728634460896519
13,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,6.93572249265328e-06,6.4944089866910605e-06,0.018820585042269022,6.540890016375631e-06,0.018803837083882446,5.207849509905926,5.728634460896519
14,5000,Closed-form,,,,,0.0,8.348680496990936e-08,0.0019863472237814372,0.0,0.0,5.207857316971741,5.728643048668916
14,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,3.0887259861519866e-05,3.1149154752869505e-05,0.04412540915611474,3.115748616279523e-05,0.044128685432381576,5.207857316971741,5.728643048668916
15,5000,Closed-form,,,,,0.0,7.245535662001857e-08,0.0018804331583720246,0.0,0.0,5.207854094177972,5.72863950359577
15,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,6.3394770231017865e-06,7.299817123186128e-06,0.024362863332063944,7.353074055452059e-06,0.024040221271436124,5.207854094177972,5.72863950359577
16,5000,Closed-form,,,,,0.0,8.122842177346149e-08,0.002224580586274505,0.0,0.0,5.207859012473268,5.728644913720595
16,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,2.886854035199662e-06,3.1887488645985786e-06,0.015810967713625113,3.2591684769983e-06,0.016089700069767288,5.207859012473268,5.728644913720595
17,5000,Closed-form,,,,,0.0,8.633597415985417e-08,0.0018306319611370858,0.0,0.0,5.207810562032491,5.728591618235741
17,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,1.8026543657095149e-06,1.8018190162459955e-06,0.010856838256151358,1.8753374949040414e-06,0.010961890006509378,5.207810562032491,5.728591618235741
18,5000,Closed-form,,,,,0.0,7.789227137399396e-08,0.00153137114396118,0.0,0.0,5.2078582158434115,5.728644037427753
18,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,1.8190120585268068e-06,2.0869322968681754e-06,0.014540375500948222,2.157911858408413e-06,0.014178395039901925,5.2078582158434115,5.728644037427753
19,5000,Closed-form,,,,,0.0,8.024165651191318e-08,0.002124850361461983,0.0,0.0,5.20784932264895,5.728634254913845
19,5000,ReLU MLP (W=64),64.0,3.0,0.001,5000.0,3.979777247345826e-05,3.885535458483393e-05,0.04154688242080906,3.8879185021503054e-05,0.04147520421738449,5.20784932264895,5.728634254913845
0,5000,Closed-form,,,,,0.0,7.596735795528285e-08,0.0014189610712851408,0.0,0.0,5.207856103970942,5.728641714368036
0,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,5.39409919880402e-07,5.52303276753665e-07,0.007323743134767802,6.301787050358484e-07,0.007155520196316156,5.207856103970942,5.728641714368036
1,5000,Closed-form,,,,,0.0,8.116228588710175e-08,0.002066854177215305,0.0,0.0,5.207859492877199,5.728645442164919
1,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,3.64413303362831e-06,3.97535833154408e-06,0.02034092071655491,4.048518876068916e-06,0.020255681981294016,5.207859492877199,5.728645442164919
2,5000,Closed-form,,,,,0.0,7.933994040799648e-08,0.0017215047052451249,0.0,0.0,5.207852069008237,5.728637275909062
2,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,8.787892458459452e-07,9.369880768869416e-07,0.008815356820852438,1.0148412055695065e-06,0.00886193244914335,5.207852069008237,5.728637275909062
3,5000,Closed-form,,,,,0.0,8.232579695217841e-08,0.0019278610086161108,0.0,0.0,5.207858808311738,5.728644689142913
3,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,4.863523886022e-05,4.9019908769947206e-05,0.016091049939424784,4.910619033066502e-05,0.015936567701596793,5.207858808311738,5.728644689142913
4,5000,Closed-form,,,,,0.0,7.440043048418566e-08,0.00158414006209473,0.0,0.0,5.207857956342003,5.728643751976203
4,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,2.1649363187661994e-06,2.280464731255458e-06,0.014713273674280325,2.3701500146578434e-06,0.015283503285305478,5.207857956342003,5.728643751976203
5,5000,Closed-form,,,,,0.0,7.769396800496958e-08,0.0017235433751305318,0.0,0.0,5.20785891165439,5.728644802819829
5,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,7.268560590738049e-07,7.19682667325854e-07,0.006109060078890116,7.99323410222888e-07,0.006192003965136762,5.20785891165439,5.728644802819829
6,5000,Closed-form,,,,,0.0,8.466671972364735e-08,0.0018904549948708937,0.0,0.0,5.2078583834158385,5.728644221757423
6,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,2.138240860335538e-06,2.2582892841535354e-06,0.012138204008371511,2.3383097895590743e-06,0.012454892729620748,5.2078583834158385,5.728644221757423
7,5000,Closed-form,,,,,0.0,7.436772224785606e-08,0.0017467868036401268,0.0,0.0,5.2078354612536275,5.728619007378991
7,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,1.1502626170957533e-06,1.3093238557494464e-06,0.010335305064947287,1.380173609888961e-06,0.010974547544604807,5.2078354612536275,5.728619007378991
8,5000,Closed-form,,,,,0.0,7.658215754269032e-08,0.001519032887780325,0.0,0.0,5.207857275128336,5.72864300264117
8,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,0.00028420380253446745,0.0002878941953162046,0.02824419859054783,0.0002880015582497988,0.028123938947427596,5.207857275128336,5.72864300264117
9,5000,Closed-form,,,,,0.0,7.332615936648188e-08,0.0016317366448152827,0.0,0.0,5.207859414129442,5.728645355542387
9,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,2.69246749992326e-06,3.782948433525387e-06,0.019936026364595683,3.842785465627953e-06,0.019263480565563373,5.207859414129442,5.728645355542387
10,5000,Closed-form,,,,,0.0,8.1723367644127e-08,0.00198809432582131,0.0,0.0,5.20785733675287,5.7286430704281575
10,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,6.058778815608354e-06,5.840194107277571e-06,0.020017520815164724,5.919831443076019e-06,0.0203733288385215,5.20785733675287,5.7286430704281575
11,5000,Closed-form,,,,,0.0,7.742298435637414e-08,0.0020626280234000705,0.0,0.0,5.207856410669337,5.728642051736271
11,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,1.118429618607414e-06,1.2994101830154029e-06,0.006321014195711405,1.3630067576560041e-06,0.006446376631184081,5.207856410669337,5.728642051736271
12,5000,Closed-form,,,,,0.0,8.282056077454185e-08,0.0018585222595396411,0.0,0.0,5.207849503383838,5.728634453722222
12,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,4.593421756869931e-07,4.611466711232126e-07,0.007315100461275259,5.457145591307885e-07,0.007552374597766143,5.207849503383838,5.728634453722222
13,5000,Closed-form,,,,,0.0,7.783638921458018e-08,0.001691494690897355,0.0,0.0,5.207849509905926,5.728634460896519
13,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,1.1429373770144185e-06,1.2341626421747782e-06,0.01060292991998879,1.311107510887711e-06,0.010819272123482881,5.207849509905926,5.728634460896519
14,5000,Closed-form,,,,,0.0,8.348680496990936e-08,0.0019863472237814372,0.0,0.0,5.207857316971741,5.728643048668916
14,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,1.192115558911674e-06,1.3220510779194527e-06,0.010571302205354849,1.4040238440699483e-06,0.010574578481621688,5.207857316971741,5.728643048668916
15,5000,Closed-form,,,,,0.0,7.245535662001857e-08,0.0018804331583720246,0.0,0.0,5.207854094177972,5.72863950359577
15,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,1.6599000640578166e-06,1.8705967609947843e-06,0.012726367741853983,1.928053265051304e-06,0.012403725681226163,5.207854094177972,5.72863950359577
16,5000,Closed-form,,,,,0.0,8.122842177346149e-08,0.002224580586274505,0.0,0.0,5.207859012473268,5.728644913720595
16,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,3.951843730638954e-07,4.371962198844314e-07,0.004227855533392111,5.180508000347634e-07,0.004506587889534286,5.207859012473268,5.728644913720595
17,5000,Closed-form,,,,,0.0,8.633597415985417e-08,0.0018306319611370858,0.0,0.0,5.207810562032491,5.728591618235741
17,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,4.218559337191582e-07,4.226387255356222e-07,0.007001282006532827,5.047722597399917e-07,0.007106333756890848,5.207810562032491,5.728591618235741
18,5000,Closed-form,,,,,0.0,7.789227137399396e-08,0.00153137114396118,0.0,0.0,5.2078582158434115,5.728644037427753
18,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,7.812418475704022e-07,8.271164406707585e-07,0.007133604317934306,9.109107127372204e-07,0.006771623856888009,5.2078582158434115,5.728644037427753
19,5000,Closed-form,,,,,0.0,8.024165651191318e-08,0.002124850361461983,0.0,0.0,5.20784932264895,5.728634254913845
19,5000,ReLU MLP (W=128),128.0,3.0,0.001,5000.0,1.249444696883451e-06,1.295699016810007e-06,0.007272483140260966,1.3799762754794121e-06,0.007200804936836391,5.20784932264895,5.728634254913845
