epoch=0, train_mse=2.724306e-02
epoch=100, train_mse=5.287945e-06
epoch=200, train_mse=2.101080e-08
epoch=300, train_mse=1.917499e-11
epoch=400, train_mse=1.896670e-15
epoch=500, train_mse=2.965304e-16
epoch=600, train_mse=2.171147e-16
epoch=700, train_mse=1.686084e-16
epoch=800, train_mse=1.567117e-16
epoch=900, train_mse=1.692294e-16
epoch=1000, train_mse=1.549527e-16
