epoch=0, train_mse=4.487458e-01
epoch=100, train_mse=6.824614e-03
epoch=200, train_mse=1.325657e-04
epoch=300, train_mse=1.964827e-06
epoch=400, train_mse=2.603666e-08
epoch=500, train_mse=2.145605e-10
epoch=600, train_mse=1.718133e-12
epoch=700, train_mse=2.024010e-11
epoch=800, train_mse=4.806870e-10
epoch=900, train_mse=1.022070e-07
epoch=1000, train_mse=7.295404e-08
