epoch=0, train_mse=3.070582e-02
epoch=100, train_mse=6.412276e-06
epoch=200, train_mse=3.366742e-08
epoch=300, train_mse=7.219241e-10
epoch=400, train_mse=8.688555e-12
epoch=500, train_mse=4.142591e-14
epoch=600, train_mse=6.545077e-16
epoch=700, train_mse=2.195778e-16
epoch=800, train_mse=1.421120e-16
epoch=900, train_mse=1.217394e-16
epoch=1000, train_mse=1.072094e-16
