epoch=0, train_mse=9.813209e-02
epoch=100, train_mse=2.756257e-03
epoch=200, train_mse=5.952417e-06
epoch=300, train_mse=1.347065e-09
epoch=400, train_mse=3.073614e-07
epoch=500, train_mse=8.425530e-12
epoch=600, train_mse=2.122697e-04
epoch=700, train_mse=1.647066e-08
epoch=800, train_mse=2.495613e-12
epoch=900, train_mse=9.497769e-04
epoch=1000, train_mse=7.193965e-09
