epoch=0, train_mse=2.806302e-01
epoch=100, train_mse=2.757521e-04
epoch=200, train_mse=1.113853e-06
epoch=300, train_mse=8.441489e-04
epoch=400, train_mse=3.515246e-08
epoch=500, train_mse=6.965629e-06
epoch=600, train_mse=1.587886e-10
epoch=700, train_mse=1.639448e-04
epoch=800, train_mse=5.320171e-09
epoch=900, train_mse=1.093681e-12
epoch=1000, train_mse=1.063054e-12
