case,experiment,group,target_family,target_level,run,sigma,d,N_train,N_test,formula_scalars,metric,formula_L,beta_mode,noisy_L_D,cv_folds,cv_validation_mse,final_refit_n,final_average_count_min,final_average_count_mean,final_average_count_max,beta_selected,final_L,clean_test_variance,train_mean_baseline_mse,family,method,target_scalar_ratio,width,stored_scalars,scalar_ratio_to_formula,mlp_depth,test_mse,train_noisy_mse,train_clean_mse,mse_over_constant,lipschitz_bound,empirical_lipschitz,optimizer_updates,training_seconds
folds_T1_d100,Folding: 1 layer,Tied,folds,1,19345,0.2,100,1000,2000,101001,l2,1.0,cv,0.31908333272388745,5,0.15833694287879674,1000,597,948.646,1000,8.920981161988117,1.0,0.11692568344570066,0.11694526035685435,constant,Training-mean constant,,,1,9.900892070375541e-06,,0.11694526035685435,0.15812514849867074,0.11962423453306513,1.0,0.0,0.0,0,0.0
folds_T1_d100,Folding: 1 layer,Tied,folds,1,19345,0.2,100,1000,2000,101001,l2,1.0,cv,0.31908333272388745,5,0.15833694287879674,1000,597,948.646,1000,8.920981161988117,1.0,0.11692568344570066,0.11694526035685435,formula,Formula,1.0,,101001,1.0,,0.11691431780477629,0.15825754584158244,0.1198005430795852,0.9997354099517702,1.0,0.002723576248140761,0,0.8435233861673623
folds_T1_d100,Folding: 1 layer,Tied,folds,1,19345,0.2,100,1000,2000,101001,l2,1.0,cv,0.31908333272388745,5,0.15833694287879674,1000,597,948.646,1000,8.920981161988117,1.0,0.11692568344570066,0.11694526035685435,orthogonal,Orthogonal MLP,1.0,200.0,100801,0.9980198215859248,3.0,0.12152581235048726,2.0866507748331806e-11,0.03827994322421222,1.039168342347997,0.9999990067808666,0.13919774097211712,1001,91.42043893691152
folds_T1_d100,Folding: 1 layer,Tied,folds,1,19345,0.2,100,1000,2000,101001,l2,1.0,cv,0.31908333272388745,5,0.15833694287879674,1000,597,948.646,1000,8.920981161988117,1.0,0.11692568344570066,0.11694526035685435,spectral,Spectral MLP,1.0,200.0,100801,0.9980198215859248,3.0,0.1259030294964404,1.852665003136549e-12,0.038279899890206644,1.0765979665379488,0.9999989657780554,0.15061924020481965,1001,13.480326508171856
folds_T1_d100,Folding: 1 layer,Tied,folds,1,19345,0.2,100,1000,2000,101001,l2,1.0,cv,0.31908333272388745,5,0.15833694287879674,1000,597,948.646,1000,8.920981161988117,1.0,0.11692568344570066,0.11694526035685435,unconstrained,ReLU MLP,1.0,200.0,100801,0.9980198215859248,3.0,0.15102764688204592,3.750885081698842e-15,0.03828008738854383,1.291438801548608,6.195311426946511,0.21057722654275776,1001,10.763269476825371
folds_T1_d100,Folding: 1 layer,Tied,folds,1,20345,0.2,100,1000,2000,101001,l2,1.0,cv,0.3006182752754933,5,0.15700538470165734,1000,77,378.298,924,8.013762738735089,1.0,0.11434900791128907,0.11447927448422561,constant,Training-mean constant,,,1,9.900892070375541e-06,,0.11447927448422561,0.1567096703211776,0.12030233069094907,1.0,0.0,0.0,0,0.0
folds_T1_d100,Folding: 1 layer,Tied,folds,1,20345,0.2,100,1000,2000,101001,l2,1.0,cv,0.3006182752754933,5,0.15700538470165734,1000,77,378.298,924,8.013762738735089,1.0,0.11434900791128907,0.11447927448422561,formula,Formula,1.0,,101001,1.0,,0.11441377892107707,0.1557242712137825,0.11965987995238443,0.9994278827897571,1.0,0.014184764936147285,0,0.90465924795717
folds_T1_d100,Folding: 1 layer,Tied,folds,1,20345,0.2,100,1000,2000,101001,l2,1.0,cv,0.3006182752754933,5,0.15700538470165734,1000,77,378.298,924,8.013762738735089,1.0,0.11434900791128907,0.11447927448422561,orthogonal,Orthogonal MLP,1.0,200.0,100801,0.9980198215859248,3.0,0.12153756718430893,1.0731513652370973e-12,0.03893479825160409,1.0616556379474251,0.9999990125164703,0.12820911200968013,1001,92.39534334884956
folds_T1_d100,Folding: 1 layer,Tied,folds,1,20345,0.2,100,1000,2000,101001,l2,1.0,cv,0.3006182752754933,5,0.15700538470165734,1000,77,378.298,924,8.013762738735089,1.0,0.11434900791128907,0.11447927448422561,spectral,Spectral MLP,1.0,200.0,100801,0.9980198215859248,3.0,0.12119577542814965,3.5926250667230057e-09,0.03893437277046829,1.0586700166836707,0.9999990005866038,0.13226427524013104,1001,13.67731081880629
folds_T1_d100,Folding: 1 layer,Tied,folds,1,20345,0.2,100,1000,2000,101001,l2,1.0,cv,0.3006182752754933,5,0.15700538470165734,1000,77,378.298,924,8.013762738735089,1.0,0.11434900791128907,0.11447927448422561,unconstrained,ReLU MLP,1.0,200.0,100801,0.9980198215859248,3.0,0.1351020410800611,1.8067352088009597e-15,0.03893496415268252,1.1801441063349607,6.301784390649046,0.16251805131201585,1001,10.629464250989258
folds_T1_d100,Folding: 1 layer,Tied,folds,1,21345,0.2,100,1000,2000,101001,l2,1.0,cv,0.30802578721081486,5,0.1662952657630309,1000,20,197.494,566,7.711356597650745,1.0,0.11443936350866793,0.11494812293909942,constant,Training-mean constant,,,1,9.900892070375541e-06,,0.11494812293909942,0.16635811366864817,0.12834082194383456,1.0,0.0,0.0,0,0.0
folds_T1_d100,Folding: 1 layer,Tied,folds,1,21345,0.2,100,1000,2000,101001,l2,1.0,cv,0.30802578721081486,5,0.1662952657630309,1000,20,197.494,566,7.711356597650745,1.0,0.11443936350866793,0.11494812293909942,formula,Formula,1.0,,101001,1.0,,0.11606339900834434,0.16360802157596088,0.1260341009570157,1.009702429589353,1.0,0.016821650862016743,0,0.8982616090215743
folds_T1_d100,Folding: 1 layer,Tied,folds,1,21345,0.2,100,1000,2000,101001,l2,1.0,cv,0.30802578721081486,5,0.1662952657630309,1000,20,197.494,566,7.711356597650745,1.0,0.11443936350866793,0.11494812293909942,orthogonal,Orthogonal MLP,1.0,200.0,100801,0.9980198215859248,3.0,0.12266108990563654,6.449250346437279e-12,0.04258778994917957,1.0670995469027669,0.9999989717016243,0.11744314497125925,1001,91.49332869285718
folds_T1_d100,Folding: 1 layer,Tied,folds,1,21345,0.2,100,1000,2000,101001,l2,1.0,cv,0.30802578721081486,5,0.1662952657630309,1000,20,197.494,566,7.711356597650745,1.0,0.11443936350866793,0.11494812293909942,spectral,Spectral MLP,1.0,200.0,100801,0.9980198215859248,3.0,0.12177623770546012,7.278176209958383e-06,0.04237804865861091,1.0594017074117712,0.999998998554012,0.15254326464245196,1001,13.291206784080714
folds_T1_d100,Folding: 1 layer,Tied,folds,1,21345,0.2,100,1000,2000,101001,l2,1.0,cv,0.30802578721081486,5,0.1662952657630309,1000,20,197.494,566,7.711356597650745,1.0,0.11443936350866793,0.11494812293909942,unconstrained,ReLU MLP,1.0,200.0,100801,0.9980198215859248,3.0,0.15130724314592223,1.8634353723832664e-09,0.042586013670892174,1.3163089511786652,7.6166899396142815,0.19507477782217178,1001,10.786833431804553
folds_T1_d100,Folding: 1 layer,Tied,folds,1,22345,0.2,100,1000,2000,101001,l2,1.0,cv,0.3072033994994288,5,0.16717598153549804,1000,440,836.336,994,8.618575020903775,1.0,0.12298297035718928,0.1230427537515373,constant,Training-mean constant,,,1,9.900892070375541e-06,,0.1230427537515373,0.1669029074622387,0.1200216509061822,1.0,0.0,0.0,0,0.0
folds_T1_d100,Folding: 1 layer,Tied,folds,1,22345,0.2,100,1000,2000,101001,l2,1.0,cv,0.3072033994994288,5,0.16717598153549804,1000,440,836.336,994,8.618575020903775,1.0,0.12298297035718928,0.1230427537515373,formula,Formula,1.0,,101001,1.0,,0.12318585097235556,0.16731729007445334,0.12041437610780675,1.001162987794529,1.0,0.004088000810975289,0,0.8403702490031719
