epoch=0, train_mse=2.150016e-01
epoch=100, train_mse=3.264790e-06
epoch=200, train_mse=1.152264e-08
epoch=300, train_mse=3.629010e-05
epoch=400, train_mse=5.579674e-11
epoch=500, train_mse=1.503019e-05
epoch=600, train_mse=3.225844e-07
epoch=700, train_mse=4.836343e-13
epoch=800, train_mse=2.809543e-14
epoch=900, train_mse=1.412336e-14
epoch=1000, train_mse=6.822072e-04
