epoch=0, train_mse=3.184706e-03
epoch=100, train_mse=1.907682e-03
epoch=200, train_mse=1.828101e-03
epoch=300, train_mse=1.771437e-03
epoch=400, train_mse=1.717829e-03
epoch=500, train_mse=1.674448e-03
epoch=600, train_mse=1.640229e-03
epoch=700, train_mse=1.622360e-03
epoch=800, train_mse=1.595367e-03
epoch=900, train_mse=1.573778e-03
epoch=1000, train_mse=1.555864e-03
