epoch=0, train_mse=4.449548e-01
epoch=100, train_mse=1.347307e-03
epoch=200, train_mse=6.229325e-07
epoch=300, train_mse=8.916130e-11
epoch=400, train_mse=3.168339e-15
epoch=500, train_mse=1.476506e-15
epoch=600, train_mse=1.099367e-15
epoch=700, train_mse=9.573883e-16
epoch=800, train_mse=1.039158e-15
epoch=900, train_mse=9.461318e-16
epoch=1000, train_mse=1.038551e-15
